goldID	organismName	ncbiBioprojectID	ncbiTaxID	Ecosystem	EcosystemCategory	EcosystemType
Gb0032288	Aeromonas hydrophila HS01	PRJNA181196	1262391	Environmental	Terrestrial	Soil
Gb0032334	Aquitalea magnusonii ATCC BAA-1216	PRJNA204112	1336248	Environmental	Aquatic	Freshwater
Gb0032337	Shewanella fidelis ATCC BAA-318	PRJNA204111	1336247	Environmental	Aquatic	Sediment
Gb0032338	Mitsuaria chitosanitabida ATCC BAA-476	PRJNA204110	1336246	Environmental	Terrestrial	Soil
Gb0032356	Curvibacter gracilis ATCC BAA-807	PRJNA204106	1336244	Environmental	Aquatic	Freshwater
Gb0032394	Anoxybacillus flavithermus yunnanensis E13	PRJNA213809	759846	Environmental	Aquatic	Thermal springs
Gb0032579	bacterium JGI 0001000I05	PRJNA200611	1328862	Environmental	Aquatic	Freshwater
Gb0032697	Glaciecola agarilytica NO2	PRJNA176786	1125747	Environmental	Aquatic	Marine
Gb0032942	Clostridium pasteurianum DSM 525	PRJNA182067	1262449	Environmental	Terrestrial	Soil
Gb0033016	Providencia rettgeri DSM 1131	PRJNA176182	1236548	Host-associated	Human	Digestive system
Gb0033415	Photobacterium sp. AK15	PRJNA176474	1056511	Environmental	Aquatic	Sediment
Gb0033449	Aliihoeflea sp. 2WW	PRJNA214034	610116	Environmental	Aquatic	Freshwater
Gb0033480	Haemophilus influenzae NTHi R393	PRJNA178173	1242991	Host-associated	Human	Respiratory system
Gb0033483	Moritella marina ATCC 15381	PRJNA169241	1202962	Environmental	Aquatic	Marine
Gb0033484	Pedobacter arcticus A12	PRJNA169846	1206103	Environmental	Terrestrial	Soil
Gb0033489	Geobacillus caldoxylosilyticus CIC9	PRJNA175758	1234664	Environmental	Aquatic	Thermal springs
Gb0033492	Dyella japonica A8	PRJNA171725	1217721	Environmental	Terrestrial	Soil
Gb0033521	Gordonia sp. NB4-1Y	PRJNA177342	1241906	Environmental	Terrestrial	Soil
Gb0033526	Clostridium tunisiense TJ	PRJNA175408	1233099	Environmental	Terrestrial	Soil
Gb0033527	Bacillus stratosphericus LAMA 585	PRJNA176166	1236481	Environmental	Aquatic	Marine
Gb0033530	Bifidobacterium animalis lactis HN019	PRJNA176164	1238182	Host-associated	NA	NA
Gb0033532	Fulvivirga imtechensis AK7	PRJNA176346	1237149	Environmental	Aquatic	Marine
Gb0033567	Leptospira vanthielii sv. Holland Waz Holland	PRJNA177160	1218591	Environmental	Aquatic	Unclassified
Gb0033568	Haloferax sp. BAB2207	PRJNA177651	1243180	Environmental	Aquatic	Unclassified
Gb0033570	Yersinia pseudotuberculosis YPIII	PRJNA178058	1246477	Host-associated	NA	NA
Gb0033571	Halobacillus sp. BAB-2008	PRJNA178059	1246484	Environmental	Terrestrial	Soil
Gb0033575	Enterovibrio sp. AK16	PRJNA178257	1056512	Environmental	Aquatic	Marine
Gb0033576	Mariniradius saccharolyticus AK6	PRJNA176475	1239962	Environmental	Aquatic	Marine
Gb0033577	Porphyrobacter sp. AAP82	PRJNA178652	1248917	Environmental	Aquatic	Freshwater
Gb0033578	Blastomonas sp. AAP53	PRJNA178646	1248760	Environmental	Aquatic	Freshwater
Gb0033665	Vibrio parahaemolyticus VPCR-2010	PRJNA176659	1238224	Environmental	Aquatic	Unclassified
Gb0033667	Sulfolobus islandicus LAL14/1	PRJNA177222	1241935	Environmental	Terrestrial	Volcanic
Gb0033686	Clostridium botulinum CFSAN001628	PRJNA175309	1232188	Environmental	Aquatic	Freshwater
Gb0033711	Microcystis aeruginosa DIANCHI905	PRJNA175932	1235808	Environmental	Aquatic	Freshwater
Gb0033726	Desulfotomaculum hydrothermale Lam5	PRJNA179138	1121428	Environmental	Aquatic	Thermal springs
Gb0033755	Methanosarcina mazei Tuc01	PRJNA176295	1236903	Environmental	Aquatic	Freshwater
Gb0033764	Bacillus coagulans H-1	PRJNA176246	1236905	Environmental	Terrestrial	Soil
Gb0033765	Arthrobacter sp. I3	PRJNA232078	218158	Environmental	Terrestrial	Soil
Gb0033766	Halophilic archaeon A07HB70	PRJNA224119	1412872	Environmental	Aquatic	Freshwater
Gb0033767	Uncultured archaeon A07HR60	PRJNA224121	1412874	Environmental	Aquatic	Freshwater
Gb0033768	Uncultured archaeon A07HR67	PRJNA224118	1412871	Environmental	Aquatic	Freshwater
Gb0033788	Citrobacter freundii ATCC 8090	PRJNA177199	1006003	Environmental	Aquatic	Unclassified
Gb0033824	Pseudomonas sp. TX1	PRJNA173805	1226994	Environmental	Aquatic	Freshwater
Gb0033825	Pseudomonas sp. PAMC 26793	PRJNA176955	1240676	Environmental	Terrestrial	Unclassified
Gb0033827	Mycobacterium neoaurum VKM Ac-1815D	PRJNA177066	700508	Environmental	Terrestrial	Soil
Gb0033831	Desulfovibrio africanus PCS	PRJNA182155	1262666	Environmental	Aquatic	Freshwater
Gb0033853	Rhodopirellula europaea SH398	PRJNA182224	1263868	Environmental	Aquatic	Sediment
Gb0033873	Anoxybacillus sp. DT3-1	PRJNA182115	690871	Environmental	Aquatic	Thermal springs
Gb0033905	Desulfurivibrio alkaliphilus AHT2	PRJNA182223	1263867	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0033933	Arthrobacter sp. Br18	PRJNA232074	1312954	Environmental	Terrestrial	Soil
Gb0033934	Legionella oakridgensis RV-2-2007	PRJNA184190	1274403	Environmental	Aquatic	Unclassified
Gb0033946	Paenibacillus uliginis N3/975	PRJNA195687	1313296	Environmental	Terrestrial	Soil
Gb0033964	Paenibacillus sp. PAMC 26794	PRJNA179328	1257080	Environmental	Terrestrial	Soil
Gb0034041	Plasmodium falciparum VS/1	PRJNA178617	1191699	NA	NA	NA
Gb0034059	Saccharomyces cerevisiae M22	PRJNA182911	595460	NA	NA	NA
Gb0034064	Corynebacterium pseudogenitalium ATCC 33035	PRJNA182226	1263870	Host-associated	Human	Unclassified
Gb0034067	Corynebacterium striatum ATCC 6940	PRJNA182510	1265313	Host-associated	Human	Unclassified
Gb0034117	Glaciecola pallidula DSM 14239	PRJNA176791	1121922	Environmental	Aquatic	Marine
Gb0034146	Loktanella hongkongensis DSM 17492	PRJNA183668	1122180	Environmental	Aquatic	Marine
Gb0034152	Bacillus subtilis MB732	PRJNA183438	1267547	Environmental	Terrestrial	Soil
Gb0034200	Burkholderia cenocepacia AU 1054	PRJNA167271	1193499	Host-associated	Human	Circulatory system
Gb0034219	Pseudomonas aeruginosa SJTD-1	PRJNA167272	1193501	Environmental	Terrestrial	Soil
Gb0034303	Plasmodium falciparum 7G8	PRJNA185168	1223518	NA	NA	NA
Gb0034334	Arthrobacter sp. H41	PRJNA232076	1312978	Environmental	Terrestrial	Soil
Gb0034394	Pseudoalteromonas sp. Bsw20308	PRJNA177043	283699	Environmental	Aquatic	Marine
Gb0034432	Rhodococcus ruber BKS 20-38	PRJNA185259	1278076	Environmental	Terrestrial	Soil
Gb0034436	Gordonia polyisoprenivorans NBRC 16320	PRJNA71853	1077976	Environmental	Aquatic	Freshwater
Gb0034448	Listeriaceae bacterium TTU M1-001	PRJNA72857	1081736	Environmental	Terrestrial	Soil
Gb0034463	Arthrobacter sp. SJCon	PRJNA184692	683150	Environmental	Terrestrial	Soil
Gb0034466	Halomonas sp. HAL1	PRJNA73245	550984	Environmental	Terrestrial	Geologic
Gb0034473	Burkholderia terrae BS001	PRJNA157903	1171375	Environmental	Terrestrial	Soil
Gb0034492	Rhizobium lupini HPC(L)	PRJNA174202	1229491	Environmental	Terrestrial	Soil
Gb0034556	Desulfovibrio hydrothermalis AM13, DSM 14728	PRJNA184397	1121451	Environmental	Aquatic	Marine
Gb0034559	Arthrobacter sp. H14	PRJNA232079	1312959	Environmental	Terrestrial	Soil
Gb0034560	Geobacillus thermoglucosidasius M10EXG	PRJNA232080	1267973	Engineered	Solid waste	Composting
Gb0034588	Arthrobacter gangotriensis Lz1y	PRJNA185041	1276920	Environmental	Terrestrial	Soil
Gb0034590	Saccharomyces cerevisiae M22	PRJNA185383	1278077	NA	NA	NA
Gb0034593	Cesiribacter andamanensis AMV16	PRJNA185385	1279009	Environmental	Aquatic	Marine
Gb0034621	Arhodomonas sp. Seminole	PRJNA237039	1204713	Environmental	Terrestrial	Oil reservoir
Gb0034622	Arthrobacter sp. 35/47	PRJNA230537	269454	Environmental	Terrestrial	Soil
Gb0034744	Bacillus anthracis 3154	PRJNA178572	1248431	Environmental	Terrestrial	Soil
Gb0034745	Bacillus anthracis 3166	PRJNA178573	1248436	Environmental	Terrestrial	Soil
Gb0034746	Acinetobacter baumannii MSP4-16	PRJNA185251	1278070	Environmental	Terrestrial	Soil
Gb0035185	Candidatus Parvarchaeum acidiphilum ARMAN-4_'5-way FS'	PRJNA63555	994837	Environmental	Terrestrial	Geologic
Gb0035186	Candidatus Parvarchaeum acidophilus ARMAN-5_'5-way FS'	PRJNA63557	994838	Environmental	Terrestrial	Geologic
Gb0035189	uncultured crenarchaeote	PRJNA72705	1089683	Environmental	Aquatic	Marine
Gb0035190	Mycobacterium parascrofulaceum ATCC BAA-614	PRJNA82697	545243	Host-associated	Human	Reproductive system
Gb0035216	Halogeometricum borinquense PR3, DSM 11551	PRJNA174948	469382	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0035225	Sporolactobacillus vineae SL153, DSM 21990	PRJNA82703	1123284	Environmental	Terrestrial	Soil
Gb0035226	Halomonas smyrnensis AAD6	PRJNA109291	339656	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0035233	Leptospirillum sp. Group II 'C75'	PRJNA158725	1159328	Environmental	Terrestrial	Geologic
Gb0035234	Mycobacterium sp. VKM Ac-1816D	PRJNA183984	1273686	Environmental	Terrestrial	Soil
Gb0035235	Mycobacterium sp. VKM Ac-1817D	PRJNA183985	1273687	Environmental	Terrestrial	Soil
Gb0035241	Prochlorococcus sp. W3	PRJNA169362	569152	Environmental	Aquatic	Marine
Gb0035242	Prochlorococcus sp. W4	PRJNA169363	569153	Environmental	Aquatic	Marine
Gb0035243	Prochlorococcus sp. W8	PRJNA169365	613199	Environmental	Aquatic	Marine
Gb0035244	Prochlorococcus sp. W9	PRJNA169366	613200	Environmental	Aquatic	Marine
Gb0035246	Prochlorococcus sp. W11	PRJNA169368	613202	Environmental	Aquatic	Marine
Gb0035247	Prochlorococcus sp. W12	PRJNA169370	613203	Environmental	Aquatic	Marine
Gb0035248	Prochlorococcus sp. W2	PRJNA169371	1203261	Environmental	Aquatic	Marine
Gb0035249	Prochlorococcus sp. W5	PRJNA169509	569154	Environmental	Aquatic	Marine
Gb0035252	Enterovibrio norvegicus FF-454	PRJNA164629	1185651	Environmental	Aquatic	Marine
Gb0035254	Bacillus macauensis ZFHKF-1	PRJNA167832	1196324	Environmental	Aquatic	Freshwater
Gb0035273	SAR86 cluster bacterium SAR86A	PRJNA76773	1123866	Environmental	Aquatic	Marine
Gb0035274	SAR86 cluster bacterium SAR86B	PRJNA76775	1123867	Environmental	Aquatic	Marine
Gb0035275	Sulfuricurvum sp. RIFRC-1	PRJNA178975	1249480	Environmental	Terrestrial	Geologic
Gb0035294	Hyphomonas adhaerens MHS-3	PRJNA186164	1280949	Environmental	Aquatic	Freshwater
Gb0035295	Hyphomonas johnsonii MHS-2	PRJNA186166	1280950	Environmental	Aquatic	Freshwater
Gb0035298	Hyphomonas oceanitis SCH89	PRJNA186170	1280953	Environmental	Aquatic	Marine
Gb0035314	Pseudacidovorax intermedius NH-1	PRJNA179323	1257078	Environmental	Aquatic	Marine
Gb0035450	Enterobacter sp.	PRJNA186801	1284404	Host-associated	Unclassified	Unclassified
Gb0035486	Myxococcus xanthus DZ2	PRJNA168264	1198133	Environmental	Terrestrial	Soil
Gb0035630	Escherichia coli O157:H7 EC4486	PRJNA196097	1314827	Host-associated	NA	NA
Gb0035658	zeta proteobacterium SCGC AB-706-B05	PRJNA195717	1313311	Environmental	Aquatic	Marine
Gb0035659	zeta proteobacterium SCGC AB-706-D06	PRJNA196098	1314828	Environmental	Aquatic	Marine
Gb0035661	zeta proteobacterium SCGC AC-673-B17	PRJNA196100	1314830	Environmental	Aquatic	Marine
Gb0035662	zeta proteobacterium SCGC AC-673-C02	PRJNA196101	1314831	Environmental	Aquatic	Marine
Gb0035664	zeta proteobacterium SCGC AC-673-M07	PRJNA195699	1313310	Environmental	Aquatic	Marine
Gb0035665	zeta proteobacterium SCGC AC-673-N02	PRJNA196103	1314833	Environmental	Aquatic	Marine
Gb0035666	zeta proteobacterium SCGC AC-675-C07	PRJNA196104	1314834	Environmental	Aquatic	Marine
Gb0035697	Caulobacter crescentus OR37	PRJNA188693	1292034	Environmental	Aquatic	Sediment
Gb0035809	Acidovorax sp.	PRJNA112533	946077	Host-associated	Human	Skin
Gb0035814	Bacillus sp. L1(2012)	PRJNA182346	1134413	Environmental	Aquatic	Marine
Gb0035817	Sulfurovum sp. AR	PRJNA156679	1165841	Environmental	Aquatic	Marine
Gb0035858	Prochlorococcus sp. W7	PRJNA169364	613198	Environmental	Aquatic	Marine
Gb0035865	Pseudomonas alcaliphila 34	PRJNA178463	1248438	Environmental	Terrestrial	Soil
Gb0035869	Pandoraea sp. SD6-2	PRJNA174277	1286093	Environmental	Terrestrial	Soil
Gb0035906	Aspergillus carbonarius ITEM 5010	PRJNA170600	1210908	NA	NA	NA
Gb0035908	Fusobacterium ulcerans ATCC 49185	PRJNA188290	1223523	Host-associated	Human	Digestive system
Gb0035937	Candidatus Nanobsidianus stetteri	PRJNA189432	1294122	Environmental	Aquatic	Thermal springs
Gb0035948	Rhodopirellula maiorica SM1	PRJNA182719	1265738	Environmental	Aquatic	Sediment
Gb0035975	Streptomyces gancidicus BKS 13-15	PRJNA186841	1284664	Environmental	Terrestrial	Soil
Gb0035981	Magnetospirillum sp. SO-1	PRJNA187412	1244869	Environmental	Aquatic	Freshwater
Gb0035983	Deinococcus wulumuqiensis R12	PRJNA188159	1288484	Environmental	Terrestrial	Soil
Gb0036014	Methanolobus tindarius DSM 2278	PRJNA187918	1150600	Environmental	Aquatic	Sediment
Gb0036048	Oceanithermus profundus 506, DSM 14977	PRJNA176245	1236902	Environmental	Aquatic	Marine
Gb0036059	Lactobacillus jensenii JV-V16	PRJNA188390	1289589	Host-associated	Human	Reproductive system
Gb0036079	Desulfomonile tiedjei DCB-1, DSM 6799	PRJNA187142	1286404	Engineered	Wastewater	Unclassified
Gb0036122	Aeromonas hydrophila ML09-119	PRJNA188141	1288394	Environmental	Aquatic	Aquaculture
Gb0036271	Meiothermus ruber H328	PRJNA191157	1297799	Environmental	Aquatic	Thermal springs
Gb0036397	Firmicutes bacterium SCGC AB-670-A06	PRJNA198540	1325007	Environmental	Terrestrial	Geologic
Gb0036398	Firmicutes bacterium SCGC AB-670-B05	PRJNA198539	1325008	Environmental	Terrestrial	Geologic
Gb0036399	Firmicutes bacterium SCGC AB-670-L02	PRJNA198630	1325012	Environmental	Terrestrial	Geologic
Gb0036400	Polaromonas sp. JS666	PRJNA198625	1325040	Environmental	Terrestrial	Soil
Gb0036401	Bacteroides pectinophilus ATCC 43243	PRJNA198624	1325046	Host-associated	Human	Digestive system
Gb0036465	Salipiger mucosus DSM 16094	PRJNA188761	263378	Environmental	Terrestrial	Soil
Gb0036547	Nocardiopsis gilva YIM 90087	PRJNA175895	1235441	Environmental	Terrestrial	Soil
Gb0036637	Nocardiopsis chromatogenes YIM 90109	PRJNA178056	1246475	Environmental	Terrestrial	Soil
Gb0036670	Leptotrichia amnionii	PRJNA198634	1325009	Host-associated	Human	Circulatory system
Gb0036671	bacterium SCGC AB-670-G11	PRJNA198633	1324969	Environmental	Terrestrial	Geologic
Gb0036672	Firmicutes bacterium SCGC AB-670-J02	PRJNA198632	1325010	Environmental	Terrestrial	Geologic
Gb0036673	Firmicutes bacterium SCGC AB-670-K04	PRJNA198631	1325011	Environmental	Terrestrial	Geologic
Gb0036674	Firmicutes bacterium SCGC AB-670-O02	PRJNA198629	1325013	Environmental	Terrestrial	Geologic
Gb0036675	Firmicutes bacterium SCGC AB-670-P10	PRJNA198628	1325014	Environmental	Terrestrial	Geologic
Gb0036676	Ignavibacteriaceae bacterium SCGC AB-674-D06	PRJNA198627	1325045	Environmental	Terrestrial	Geologic
Gb0036677	Halothiobacillaceae bacterium SCGC AB-674-E03	PRJNA198626	1325039	Environmental	Terrestrial	Geologic
Gb0036690	Leuconostoc mesenteroides cremoris ATCC 19254	PRJNA198623	1325041	Engineered	Food production	Dairy products
Gb0036691	Firmicutes bacterium SCGC AB-674-M10	PRJNA198622	1325015	Environmental	Terrestrial	Geologic
Gb0036692	Chloroflexi bacterium SCGC AB-674-P04	PRJNA198621	1325000	Environmental	Terrestrial	Geologic
Gb0036693	Halothiobacillaceae bacterium SCGC AC-197-F23	PRJNA198620	1325042	Environmental	Aquatic	Unclassified
Gb0036694	Ignavibacteriaceae bacterium SCGC AC-197-I14	PRJNA198619	1325047	Environmental	Aquatic	Unclassified
Gb0036695	Halothiobacillaceae bacterium SCGC AC-197-I22	PRJNA198618	1325043	Environmental	Aquatic	Unclassified
Gb0036696	Ignavibacteriaceae bacterium SCGC AC-197-L07	PRJNA198617	1325048	Environmental	Aquatic	Unclassified
Gb0036697	Ignavibacteriaceae bacterium SCGC AC-197-M14	PRJNA198616	1325049	Environmental	Aquatic	Unclassified
Gb0036698	Ignavibacteriaceae bacterium SCGC AC-197-P21	PRJNA198615	1325050	Environmental	Aquatic	Unclassified
Gb0036712	Nitrospirae bacterium SCGC AC-310-B10	PRJNA198614	1325051	Environmental	Terrestrial	Geologic
Gb0036713	Firmicutes bacterium SCGC AC-310-C05	PRJNA198613	1325016	Environmental	Terrestrial	Geologic
Gb0036714	Nitrospirae bacterium SCGC AC-310-E05	PRJNA198612	1325052	Environmental	Terrestrial	Geologic
Gb0036715	Firmicutes bacterium SCGC AC-310-E10	PRJNA198611	1325017	Environmental	Terrestrial	Geologic
Gb0036716	Firmicutes bacterium SCGC AC-310-F10	PRJNA198610	1325018	Environmental	Terrestrial	Geologic
Gb0036717	Firmicutes bacterium SCGC AC-310-F16	PRJNA198609	1325019	Environmental	Terrestrial	Geologic
Gb0036718	Firmicutes bacterium SCGC AC-310-G06	PRJNA198608	1325020	Environmental	Terrestrial	Geologic
Gb0036719	Firmicutes bacterium SCGC AC-310-G07	PRJNA198607	1325021	Environmental	Terrestrial	Geologic
Gb0036720	Methanobrevibacter smithii DSM 11975	PRJNA198606	1325053	Host-associated	Human	Digestive system
Gb0036721	Firmicutes bacterium SCGC AC-310-I07	PRJNA198605	1325022	Environmental	Terrestrial	Geologic
Gb0036739	Nitrospirae bacterium SCGC AC-310-I22	PRJNA198604	1325054	Environmental	Terrestrial	Geologic
Gb0036740	Methanobrevibacter smithii F1, DSM 2374	PRJNA198603	1325055	Host-associated	Human	Digestive system
Gb0036741	Firmicutes bacterium SCGC AC-310-M02	PRJNA198602	1325023	Environmental	Terrestrial	Geologic
Gb0036742	Firmicutes bacterium SCGC AC-310-M09	PRJNA198601	1325024	Environmental	Terrestrial	Geologic
Gb0036743	Firmicutes bacterium SCGC AC-310-M17	PRJNA198600	1325025	Environmental	Terrestrial	Geologic
Gb0036744	Firmicutes bacterium SCGC AC-310-M18	PRJNA198599	1325026	Environmental	Terrestrial	Geologic
Gb0036745	Nitrospirae bacterium SCGC AC-310-M22	PRJNA198598	1325056	Environmental	Terrestrial	Geologic
Gb0036746	Firmicutes bacterium SCGC AC-310-N09	PRJNA198597	1325027	Environmental	Terrestrial	Geologic
Gb0036747	Firmicutes bacterium SCGC AC-310-N17	PRJNA198596	1325028	Environmental	Terrestrial	Geologic
Gb0036749	Firmicutes bacterium SCGC AC-310-O09	PRJNA198595	1325029	Environmental	Terrestrial	Geologic
Gb0036751	Firmicutes bacterium SCGC AC-310-O20	PRJNA198593	1325031	Environmental	Terrestrial	Geologic
Gb0036752	Firmicutes bacterium SCGC AC-310-O21	PRJNA198592	1325032	Environmental	Terrestrial	Geologic
Gb0036755	Nitrospirae bacterium SCGC AC-310-P08	PRJNA198591	1325057	Environmental	Terrestrial	Geologic
Gb0036756	Firmicutes bacterium SCGC AC-310-P16	PRJNA198590	1325033	Environmental	Terrestrial	Geologic
Gb0036757	Nitrospirae bacterium SCGC AC-310-P18	PRJNA198589	1325058	Environmental	Terrestrial	Geologic
Gb0036758	archaeon SCGC AC-334-J23	PRJNA198587	1324983	Environmental	Aquatic	Marine
Gb0036762	Nitrospirae bacterium SCGC AC-335-A23	PRJNA198588	1325059	Environmental	Aquatic	Marine
Gb0036763	candidate division OP8 bacterium SCGC AC-335-B20	PRJNA198586	1324996	Environmental	Aquatic	Marine
Gb0036764	archaeon SCGC AC-335-C13	PRJNA198585	1324984	Environmental	Aquatic	Marine
Gb0036765	Nitrospirae bacterium SCGC AC-335-C22	PRJNA198584	1325060	Environmental	Aquatic	Marine
Gb0036766	Gammaproteobacteria bacterium SCGC AC-335-D11	PRJNA198583	1325036	Environmental	Aquatic	Marine
Gb0036767	archaeon SCGC AC-335-G21	PRJNA198582	1324985	Environmental	Aquatic	Marine
Gb0036768	candidate division OP8 bacterium SCGC AC-335-L06	PRJNA198581	1324997	Environmental	Aquatic	Marine
Gb0036769	Desulfovibrionales bacterium SCGC AC-335-L09	PRJNA198580	1325006	Environmental	Aquatic	Marine
Gb0036770	Desulfarculus baarsii 2st14, DSM 2075	PRJNA198579	1324986	Environmental	Terrestrial	Soil
Gb0036772	archaeon SCGC AC-335-M03	PRJNA198578	1324987	Environmental	Aquatic	Marine
Gb0036773	Deferribacteres bacterium SCGC AC-335-N15	PRJNA198577	1325004	Environmental	Aquatic	Marine
Gb0036774	Chloroflexi bacterium SCGC AC-335-P16	PRJNA198576	1325002	Environmental	Aquatic	Marine
Gb0036775	Firmicutes bacterium SCGC AC-699-C23	PRJNA198575	1325034	Environmental	Aquatic	Unclassified
Gb0036776	Firmicutes bacterium SCGC AC-699-M18	PRJNA198574	1325035	Environmental	Aquatic	Unclassified
Gb0036777	Betaproteobacteria bacterium SCGC AC-699-M21	PRJNA198573	1324995	Environmental	Aquatic	Unclassified
Gb0036779	Nitrospirae bacterium SCGC AC-708-C04	PRJNA198572	1325061	Environmental	Aquatic	Marine
Gb0036780	Desulfobacca acetoxidans ASRB2, DSM 11109	PRJNA198571	1325062	Engineered	Wastewater	Unclassified
Gb0036781	candidate division OP8 bacterium SCGC AC-708-I09	PRJNA198570	1324998	Environmental	Aquatic	Marine
Gb0036786	archaeon SCGC AC-708-L17	PRJNA198569	1324988	Environmental	Aquatic	Marine
Gb0036787	archaeon SCGC AC-708-M03	PRJNA198568	1324989	Environmental	Aquatic	Marine
Gb0036788	candidate division OP8 bacterium SCGC AC-708-M15	PRJNA198567	1324999	Environmental	Aquatic	Marine
Gb0036789	archaeon SCGC AC-708-N22	PRJNA198566	1324990	Environmental	Aquatic	Marine
Gb0036790	Desulfomonile tiedjei DCB-1, DSM 6799	PRJNA198565	1324968	Engineered	Wastewater	Unclassified
Gb0036791	Acidobacteria bacterium SCGC AB-790-B07	PRJNA198564	1324993	Environmental	Aquatic	Marine
Gb0036792	Chloroflexi bacterium SCGC AB-790-B16	PRJNA198563	1325001	Environmental	Aquatic	Marine
Gb0036793	bacterium SCGC AB-790-B21	PRJNA198562	1324970	Environmental	Aquatic	Marine
Gb0036794	bacterium SCGC AB-790-E18	PRJNA198560	1324971	Environmental	Aquatic	Marine
Gb0036795	bacterium SCGC AB-790-G19	PRJNA198561	1324972	Environmental	Aquatic	Marine
Gb0036796	Rhodobacterales bacterium SCGC AB-790-I19	PRJNA198559	1325064	Environmental	Aquatic	Marine
Gb0036798	Dehalococcoidetes bacterium SCGC AB-790-I04	PRJNA198558	1325005	Environmental	Aquatic	Marine
Gb0036799	bacterium SCGC AB-790-K10	PRJNA198557	1324973	Environmental	Aquatic	Marine
Gb0036800	Burkholderia xenovorans LB400	PRJNA198556	1324974	Environmental	Terrestrial	Soil
Gb0036801	Desulfonispora thiosulfatigenes GKNTAUT , DSM 11270	PRJNA198555	1324975	Engineered	Wastewater	Unclassified
Gb0036802	Desulfurella acetivorans A63, DSM 5264	PRJNA198554	1324976	Environmental	Aquatic	Thermal springs
Gb0036805	Thermodesulfatator indicus CIR29812, DSM 15286	PRJNA198551	1324978	Environmental	Aquatic	Marine
Gb0036806	Brachypodium distachyon Bd21-3	PRJNA198550	1324979	NA	NA	NA
Gb0036807	Thermodesulfobium narugense Na82, DSM 14796	PRJNA198549	1324980	Environmental	Aquatic	Thermal springs
Gb0036808	Thermosphaera aggregans M11TL, DSM 11486	PRJNA198548	1324981	Environmental	Aquatic	Thermal springs
Gb0036821	Chloroflexi bacterium SCGC AC-711-B22	PRJNA198547	1325003	Environmental	Aquatic	Marine
Gb0036822	bacterium SCGC AC-711-C07	PRJNA198546	1324982	Environmental	Aquatic	Marine
Gb0036823	Anaerolineaceae bacterium SCGC AC-711-E09	PRJNA198545	1324992	Environmental	Aquatic	Marine
Gb0036824	Planctomycetaceae bacterium SCGC AC-711-E23	PRJNA198544	1325063	Environmental	Aquatic	Marine
Gb0036827	Nocardiopsis kunsanensis DSM 44524	PRJNA178034	1246445	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0036828	Nocardiopsis alkaliphila YIM 80379	PRJNA178052	1246461	Environmental	Terrestrial	Soil
Gb0036829	Nocardiopsis xinjiangensis YIM 90004	PRJNA178053	1246474	Environmental	Terrestrial	Soil
Gb0036932	Natronorubrum bangense JCM 10635	PRJNA174943	1227500	Environmental	Aquatic	Unclassified
Gb0036951	Halosarcina pallida JCM 14848	PRJNA174923	1227487	Environmental	Aquatic	Thermal springs
Gb0037059	Bacillus thuringiensis sv pakistani t13001	PRJNA190633	1297581	Host-associated	Insecta	Unclassified
Gb0037062	Saccharomycodes ludwigii NBRC 1722	PRJNA191599	1300254	Engineered	Lab synthesis	Unclassified
Gb0037102	Bacteroides cellulosilyticus DSM 14838	PRJNA178390	317	Host-associated	Human	Digestive system
Gb0037125	Raoultella ornithinolytica B6	PRJNA187030	1286170	Environmental	Terrestrial	Soil
Gb0037132	Nodularia spumigena CCY9414	PRJNA185469	313624	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0037136	Marinobacter santoriniensis NKSG1	PRJNA188242	1288826	Environmental	Aquatic	Marine
Gb0037172	Pedobacter sp. V48	PRJNA214790	509635	Environmental	Terrestrial	Geologic
Gb0037207	Paenibacillus dendritiformis C	PRJNA192913	1304281	NA	NA	NA
Gb0037295	beta proteobacterium CB	PRJNA178293	543913	Environmental	Aquatic	Freshwater
Gb0037336	Ilumatobacter coccineum YM16-304	PRJNA63297	1313172	Environmental	Terrestrial	Geologic
Gb0037338	Paenibacillus sp. A9	PRJNA186663	1284352	Environmental	Terrestrial	Soil
Gb0037355	Orycteropus afer afer	PRJNA74587	1230840	Environmental	Terrestrial	Unclassified
Gb0037394	Eptesicus fuscus	PRJNA72449	29078	Environmental	Terrestrial	Unclassified
Gb0037424	Sulfitobacter donghicola DSW-25	PRJNA191959	1300350	Environmental	Aquatic	Marine
Gb0037425	Lysobacter dokdonensis DS-58	PRJNA191954	1300345	Environmental	Terrestrial	Soil
Gb0037427	Nocardiopsis ganjiahuensis DSM 45031	PRJNA178038	1237500	Environmental	Terrestrial	Soil
Gb0037428	Nocardiopsis gilva YIM 90087	PRJNA178055	1235441	Environmental	Terrestrial	Soil
Gb0037429	Nocardiopsis halotolerans DSM 44410	PRJNA178032	1246444	Environmental	Terrestrial	Soil
Gb0037430	Bacillus cereus AH603	PRJNA178051	1246460	Engineered	Food production	Dairy products
Gb0037432	Nocardiopsis prasina DSM 43845	PRJNA178003	1245475	Environmental	Terrestrial	Soil
