acc	quantile	meanTaiLe	costLe	GCLe	meanTaiLa	costLa	GCLa
NC_014220	1	0.37348476	23.406473	0.49596936	0.37618637	23.82239	0.48107505
NC_014220	2	0.40621805	23.30809	0.5102279	0.4115864	23.813848	0.50315875
NC_014220	3	0.42140058	23.237062	0.5146564	0.42635995	23.418013	0.51295537
NC_014220	4	0.4367306	23.207993	0.52831364	0.4414772	23.43488	0.5188659
NC_014220	5	0.4620468	23.280363	0.5383718	0.46410167	23.302763	0.54774886
NC_011375	1	0.21484818	24.60999	0.37945038	0.21494757	24.981113	0.3745097
NC_011375	2	0.2345157	24.132736	0.382287	0.23170869	24.473175	0.38214278
NC_011375	3	0.24551308	23.62639	0.39216393	0.24206786	23.870756	0.39037678
NC_011375	4	0.25862813	23.271208	0.4030233	0.25285155	23.74272	0.39797243
NC_011375	5	0.28913438	22.587126	0.41069233	0.27509147	23.157143	0.40192997
NC_011374	1	0.5403759	24.862343	0.2430977	0.53628314	25.61087	0.23300971
NC_011374	2	0.56204754	24.514212	0.2501247	0.5597473	24.623928	0.24749972
NC_011374	3	0.5730295	24.14738	0.25333017	0.57044935	24.374743	0.26027903
NC_011374	4	0.585923	23.427341	0.26889765	0.58145297	23.869955	0.26683414
NC_011374	5	0.6135534	23.004097	0.29549927	0.6066618	23.18328	0.30393943
NC_014762	1	0.31681207	24.587069	0.462552	0.32395548	24.715174	0.46079656
NC_014762	2	0.33510423	24.035772	0.454995	0.34451622	24.00051	0.46486577
NC_014762	3	0.34606957	23.807932	0.4526049	0.35631138	23.985977	0.45940092
NC_014762	4	0.3579104	23.383137	0.4573462	0.36813077	23.524714	0.46268263
NC_014762	5	0.384407	22.996336	0.44643593	0.3913192	23.148966	0.45550334
NC_014760	1	0.5244987	24.84318	0.2857143	0.5203054	25.186007	0.28394228
NC_014760	2	0.5484845	24.23666	0.2935575	0.5450572	24.775663	0.2845264
NC_014760	3	0.56270623	24.132738	0.2994743	0.558024	24.225182	0.2945819
NC_014760	4	0.5792876	23.823647	0.3044323	0.5708119	24.259045	0.296645
NC_014760	5	0.61420506	22.43835	0.33616462	0.5966401	23.527573	0.31121427
NC_014761	1	0.5113673	23.408234	0.68400204	0.50360554	23.138441	0.68285257
NC_014761	2	0.5398744	23.146587	0.71202385	0.5367782	22.969418	0.7102582
NC_014761	3	0.54910845	23.045195	0.71030843	0.54654604	23.099796	0.7138213
NC_014761	4	0.55615026	22.743502	0.71645623	0.553522	22.731876	0.71518666
NC_014761	5	0.5664123	22.572884	0.71018386	0.5631028	22.554413	0.70760864
NC_014256	1	0.3423422	24.803707	0.4101327	0.34809673	25.146782	0.39959857
NC_014256	2	0.3593925	24.235434	0.40740678	0.36790493	24.123695	0.39963934
NC_014256	3	0.36993694	24.036694	0.39716718	0.37769917	24.323368	0.39553845
NC_014256	4	0.3800665	24.153015	0.38915646	0.3876191	24.18992	0.38720593
NC_014256	5	0.39976868	23.985273	0.37397128	0.40537697	23.763172	0.38724938
NC_014259	1	0.20718214	24.394262	0.38337463	0.21407065	24.583569	0.38375118
NC_014259	2	0.22617829	23.910206	0.39306507	0.23482986	24.07856	0.39355293
NC_014259	3	0.23769505	23.68215	0.3939895	0.24637368	23.944975	0.39730152
NC_014259	4	0.25134504	23.397007	0.40441522	0.25874773	23.594341	0.40075448
NC_014259	5	0.2764342	22.894869	0.41667333	0.27985185	22.962446	0.41325438
NC_014758	1	0.32828084	24.5238	0.3556261	0.3400283	25.09619	0.34049666
NC_014758	2	0.34414834	24.523998	0.36224973	0.35765338	24.842525	0.34841713
NC_014758	3	0.35290962	24.553297	0.36197364	0.36687392	24.689808	0.35717493
NC_014758	4	0.36175287	24.745821	0.36252335	0.3769414	24.480007	0.36387777
NC_014758	5	0.37987307	24.643028	0.37579918	0.39193785	24.383297	0.37371275
NC_014759	1	0.27462178	24.451515	0.36502033	0.28215337	24.485682	0.35951972
NC_014759	2	0.2894178	24.05917	0.36267376	0.29894704	24.289167	0.35611948
NC_014759	3	0.29899317	24.043636	0.3603731	0.30838516	24.15531	0.3590724
NC_014759	4	0.30789506	23.956142	0.3652561	0.31684202	24.07135	0.35994077
NC_014759	5	0.32747835	23.596724	0.3659783	0.3351395	23.67154	0.36053407
NC_014251	1	0.2265883	25.034174	0.393738	0.22454001	25.092207	0.4015351
NC_014251	2	0.24913168	24.245876	0.4089707	0.2478458	24.70032	0.3920301
NC_014251	3	0.2634031	23.881039	0.40101844	0.26173708	24.375433	0.39932394
NC_014251	4	0.28004044	23.43867	0.41262028	0.2776643	23.601646	0.4149319
NC_014251	5	0.31262478	22.864162	0.4196626	0.30796227	23.29546	0.4139571
NC_011369	1	0.32344824	23.039404	0.6059251	0.32207242	23.138794	0.6053348
NC_011369	2	0.34948185	22.869843	0.6292336	0.3517085	22.997074	0.631164
NC_011369	3	0.36042643	22.750433	0.63199914	0.36223194	22.807844	0.63353837
NC_011369	4	0.36966366	22.68098	0.62895864	0.37175316	22.633272	0.634313
NC_011369	5	0.38434178	22.429865	0.6237472	0.38667774	22.349102	0.628341
NC_014253	1	0.257432	24.469057	0.3441137	0.2569728	24.563087	0.34106475
NC_014253	2	0.2713282	23.707924	0.3685498	0.26990065	23.775238	0.3681445
NC_014253	3	0.2790732	23.325733	0.38450965	0.27755708	23.45482	0.37823206
NC_014253	4	0.28646195	23.286228	0.39196435	0.28575	23.474838	0.3849083
NC_014253	5	0.30400318	23.136293	0.4126414	0.3007979	23.205196	0.4090789
NC_014751	1	0.36309755	25.421362	0.21991758	0.36026397	25.437971	0.22852166
NC_014751	2	0.38395894	24.72839	0.22868922	0.38179755	24.559416	0.2317692
NC_014751	3	0.3945544	24.236689	0.23941214	0.39229238	24.267067	0.24115324
NC_014751	4	0.4050004	23.740923	0.25130436	0.4023779	23.85402	0.2432343
NC_014751	5	0.42838752	23.479128	0.26229507	0.4269854	23.777515	0.2507229
NC_011365	1	0.26226604	22.96839	0.6094428	0.25848767	22.996698	0.6104475
NC_011365	2	0.2946528	22.76246	0.6631079	0.29251644	22.588934	0.6675524
NC_011365	3	0.30885914	22.385141	0.68553644	0.30782446	22.23124	0.6916281
NC_011365	4	0.31888944	22.36288	0.689458	0.31786546	22.219965	0.6959688
NC_011365	5	0.33289328	22.250425	0.70011896	0.33200267	22.332737	0.6991644
NC_014752	1	0.2801966	24.495344	0.44899222	0.28858936	24.318146	0.4652368
NC_014752	2	0.316371	23.467766	0.5337084	0.3293762	23.640507	0.5366333
NC_014752	3	0.3334615	23.189114	0.53882766	0.34925172	23.221193	0.55983686
NC_014752	4	0.34924057	22.755692	0.53960127	0.36414918	22.760103	0.55895275
NC_014752	5	0.3766293	22.554409	0.5528636	0.38862443	22.344284	0.5666292
NC_006449	1	0.2144721	24.850891	0.39238277	0.21237779	25.39023	0.373715
NC_006449	2	0.23522931	24.18734	0.3970372	0.233658	24.98105	0.3912448
NC_006449	3	0.24908084	23.678656	0.3973234	0.24737383	24.224134	0.40176508
NC_006449	4	0.26404992	23.247725	0.40809578	0.26188686	23.835033	0.3975889
NC_006449	5	0.29194954	22.683237	0.40973127	0.2854731	23.460829	0.40921175
NC_006448	1	0.21609601	24.783941	0.39206305	0.21550773	25.347147	0.36527273
NC_006448	2	0.2356123	24.2001	0.39699522	0.23448624	24.981976	0.39710054
NC_006448	3	0.24994743	23.61121	0.3998756	0.24886751	24.070814	0.40514883
NC_006448	4	0.26480243	23.23431	0.4079514	0.2626361	23.834059	0.3936434
NC_006448	5	0.2922206	22.64443	0.41028908	0.28657725	23.526361	0.40789193
NC_014246	1	0.4086007	23.01593	0.5211125	0.40482882	23.034544	0.5310435
NC_014246	2	0.44469178	22.452295	0.55563223	0.44171494	22.674698	0.55189395
NC_014246	3	0.4620485	22.278784	0.56389135	0.45806235	22.692207	0.55886286
NC_014246	4	0.47691447	22.195724	0.5742352	0.4729511	22.632126	0.56598294
NC_014246	5	0.49934012	22.302504	0.5827374	0.49239528	22.641268	0.58565944
NC_007576	1	0.4285164	24.340912	0.40530545	0.4307445	24.808851	0.4162737
NC_007576	2	0.46885234	23.67011	0.42424846	0.46463236	24.33471	0.42065188
NC_007576	3	0.48969916	23.370829	0.42541063	0.4824454	23.546034	0.4363231
NC_007576	4	0.51003945	23.00371	0.42282787	0.5020387	23.162733	0.43734062
NC_007576	5	0.54774714	22.761726	0.41122112	0.53743476	23.223063	0.4237332
NC_007575	1	0.29387274	24.829777	0.3484654	0.29701254	25.101864	0.3440593
NC_007575	2	0.30980906	24.336683	0.34884888	0.31479108	24.337254	0.34427494
NC_007575	3	0.3192841	24.00051	0.35186234	0.32393655	24.176603	0.34131366
NC_007575	4	0.33015445	23.76964	0.35068354	0.3331419	23.79049	0.3540864
NC_007575	5	0.34986296	23.527693	0.3460082	0.352058	23.555843	0.35041872
NC_014248	1	0.3423136	23.596605	0.3895912	0.33924145	23.77443	0.38589296
NC_014248	2	0.37310046	23.52079	0.39535096	0.37134764	23.523342	0.3944987
NC_014248	3	0.3870716	23.430115	0.4039904	0.38578233	23.532644	0.40354913
NC_014248	4	0.40108168	23.43101	0.4120431	0.3989774	23.308914	0.4141805
NC_014248	5	0.42376536	23.538345	0.42519334	0.42385444	23.658758	0.42623383
NC_007577	1	0.49124315	24.322182	0.3097403	0.50004137	24.843243	0.29667634
NC_007577	2	0.51769185	24.13344	0.31566924	0.5236889	24.345911	0.30883756
NC_007577	3	0.5304117	23.89606	0.31864417	0.5368028	24.148022	0.32014486
NC_007577	4	0.5425203	23.94178	0.33212185	0.54901934	23.898487	0.32947093
NC_007577	5	0.5657601	23.88649	0.3433837	0.5750507	24.018272	0.336729
NC_006840	1	0.22948971	24.036575	0.3797463	0.24241413	24.145197	0.38322085
NC_006840	2	0.25399807	23.680387	0.38623142	0.26863834	23.723244	0.38867044
NC_006840	3	0.27212262	23.460314	0.39070746	0.28571635	23.579647	0.3940857
NC_006840	4	0.29595342	22.967125	0.40261808	0.30485496	23.206924	0.4022441
NC_006840	5	0.33350778	22.667057	0.4170149	0.33844903	23.10704	0.41375372
NC_011353	1	0.1830954	24.230116	0.45935327	0.18518499	24.267073	0.462365
NC_011353	2	0.20096529	23.379156	0.5195113	0.2023433	23.651825	0.51231647
NC_011353	3	0.20969328	23.177614	0.53334266	0.21179122	23.463985	0.5254969
NC_011353	4	0.21812947	23.015709	0.53673553	0.22043078	23.274908	0.5289462
NC_011353	5	0.2372855	22.84185	0.53475755	0.23652805	23.048693	0.5302061
NC_002745	1	0.332702	25.217781	0.3217296	0.32941827	25.888905	0.31745905
NC_002745	2	0.36930418	24.399828	0.33259007	0.36900717	24.962803	0.33126816
NC_002745	3	0.3896482	23.946386	0.33661854	0.38878492	24.676977	0.33587465
NC_002745	4	0.4112043	23.466835	0.3397568	0.4107092	24.100859	0.34171528
NC_002745	5	0.45813268	22.500093	0.35027245	0.45071736	23.348377	0.3405642
NC_015391	1	0.3340193	24.386318	0.35696658	0.332662	24.633307	0.35184503
NC_015391	2	0.3614331	23.894686	0.35868004	0.35759306	23.90278	0.3648905
NC_015391	3	0.37861645	23.570967	0.3603841	0.37364087	24.106594	0.35154608
NC_015391	4	0.39690015	23.303013	0.36212587	0.38912275	23.697044	0.36072475
NC_015391	5	0.42826468	23.197435	0.36456826	0.41912165	23.456264	0.35871106
NC_010296	1	0.31699908	24.15485	0.4041557	0.3221506	24.215675	0.40634
NC_010296	2	0.3589374	24.014946	0.40338114	0.35984164	24.129013	0.4010492
NC_010296	3	0.3794458	23.686028	0.4275166	0.37939242	23.716505	0.4204904
NC_010296	4	0.39763722	23.525623	0.44836885	0.39766854	23.418438	0.4441385
NC_010296	5	0.42453972	23.398247	0.47286108	0.42450365	23.286167	0.47371364
NC_005303	1	0.35485575	26.098219	0.24003589	0.35321456	26.248415	0.24635726
NC_005303	2	0.37850258	25.274397	0.2834006	0.37759516	25.36742	0.26497924
NC_005303	3	0.39044014	24.913708	0.2970241	0.39423287	24.845957	0.29280567
NC_005303	4	0.40059596	24.46178	0.3064085	0.4058143	24.524502	0.31214967
NC_005303	5	0.42084977	23.957394	0.3167188	0.4228675	24.607267	0.31163308
NC_006087	1	0.6743947	22.180502	0.6650354	0.64525723	22.43366	0.65368485
NC_006087	2	0.7492052	21.884598	0.6902876	0.7342405	21.952278	0.686296
NC_006087	3	0.7710552	21.981836	0.68775237	0.7640835	22.016197	0.694536
NC_006087	4	0.78646743	21.840454	0.6941259	0.7845694	22.141357	0.69267076
NC_006087	5	0.80609053	22.070103	0.6851995	0.80528903	22.014366	0.69162893
NC_006086	1	0.21927927	24.553337	0.38700673	0.2168477	24.98865	0.38402763
NC_006086	2	0.23994666	24.173895	0.38569054	0.2373996	24.561468	0.3831932
NC_006086	3	0.25185224	23.487738	0.39642873	0.24761306	24.07147	0.38726053
NC_006086	4	0.2662384	23.187866	0.4024067	0.25801116	23.786469	0.39454377
NC_006086	5	0.2990473	22.738585	0.40363228	0.28237	23.246103	0.3953555
NC_006085	1	0.589907	22.338114	0.5854227	0.5841104	22.544613	0.59713525
NC_006085	2	0.6453732	22.394321	0.5986393	0.6488855	22.575104	0.6055899
NC_006085	3	0.6739353	22.342241	0.6045824	0.6769509	22.433853	0.61235064
NC_006085	4	0.70314556	22.53144	0.6048801	0.7021403	22.71373	0.6144588
NC_006085	5	0.73817515	22.434414	0.6114594	0.738105	22.7142	0.610502
NC_002758	1	0.3143083	25.175072	0.32246262	0.3090298	25.858896	0.32525268
NC_002758	2	0.34788698	24.397778	0.33296868	0.34615657	24.912924	0.33112594
NC_002758	3	0.36677465	24.040058	0.3370383	0.3636187	24.716349	0.3353145
NC_002758	4	0.3864881	23.358727	0.33965194	0.38476476	24.061255	0.34064144
NC_002758	5	0.43069485	22.527998	0.34912935	0.42109212	23.478043	0.3412115
NC_010280	1	0.5029792	23.402868	0.42033893	0.541247	23.993998	0.4152895
NC_010280	2	0.51932716	23.835564	0.42084238	0.5585246	23.774008	0.4137392
NC_010280	3	0.5285163	23.712152	0.41750434	0.5674384	23.634003	0.41960144
NC_010280	4	0.53832376	23.418697	0.41739935	0.57661885	23.718748	0.4145168
NC_010280	5	0.5576061	23.58357	0.41474167	0.5902052	23.776922	0.4214449
NC_010287	1	0.5029316	23.483217	0.42005387	0.54118484	23.948275	0.415278
NC_010287	2	0.51925105	23.775394	0.42115742	0.5584361	23.77535	0.41418085
NC_010287	3	0.52845645	23.714712	0.4173019	0.5672922	23.637905	0.41994062
NC_010287	4	0.53818667	23.406868	0.41768688	0.5763718	23.71758	0.41436037
NC_010287	5	0.55741733	23.621466	0.41415516	0.59012854	23.815136	0.4207809
NC_017459	1	0.40801916	22.311335	0.46960562	0.40769503	22.50456	0.46630085
NC_017459	2	0.4225298	22.074598	0.47800297	0.42386982	22.194029	0.47731867
NC_017459	3	0.43048692	22.075338	0.4838543	0.43216097	21.89012	0.4831744
NC_017459	4	0.44054887	21.882206	0.49321824	0.44172123	21.724638	0.49207923
NC_017459	5	0.46784663	22.257189	0.53656995	0.46767756	21.871244	0.54007494
NC_010939	1	0.29614118	24.614346	0.40872696	0.30204776	24.882313	0.40052938
NC_010939	2	0.32569516	24.169493	0.41676554	0.33324814	24.00315	0.4212482
NC_010939	3	0.34749824	23.458696	0.42118022	0.3543064	23.684029	0.42627814
NC_010939	4	0.37250242	23.103699	0.42885488	0.37826422	23.379967	0.43450975
NC_010939	5	0.41423824	22.677784	0.43200326	0.4209135	22.902527	0.43515545
NC_002755	1	0.61860377	22.360523	0.6382014	0.5955841	22.328276	0.6432525
NC_002755	2	0.69293004	22.207457	0.654015	0.6790155	22.410818	0.65061176
NC_002755	3	0.7247957	21.929985	0.6615257	0.71438926	22.136885	0.6621499
NC_002755	4	0.75122947	21.889275	0.6637822	0.74281156	21.650442	0.6667716
NC_002755	5	0.78242797	21.874872	0.6661193	0.77578336	22.041162	0.668221
NC_002754	1	0.42893016	25.195963	0.3301693	0.43055883	25.145267	0.32990262
NC_002754	2	0.45260698	24.68076	0.35019082	0.45352662	24.680683	0.3505033
NC_002754	3	0.4658563	24.530636	0.359617	0.46834058	24.385736	0.36472875
NC_002754	4	0.48058596	24.36839	0.36993498	0.4837745	24.300741	0.3740872
NC_002754	5	0.5241073	24.847298	0.4176977	0.5336818	25.00057	0.4371258
NC_008611	1	0.65027523	22.213865	0.6517655	0.6487202	22.38789	0.65100294
NC_008611	2	0.7044063	22.21451	0.6516265	0.70227575	22.415413	0.6508027
NC_008611	3	0.7301559	21.954912	0.65949404	0.7263106	22.124527	0.66067696
NC_008611	4	0.75341797	21.867493	0.66371775	0.74997073	21.941189	0.6676228
NC_008611	5	0.7822958	21.961887	0.6655437	0.77992606	22.116291	0.6660484
NC_008618	1	0.35056928	23.34475	0.5477792	0.31659392	23.720375	0.5183387
NC_008618	2	0.4068657	22.852886	0.5990076	0.3887065	22.719414	0.5835673
NC_008618	3	0.4283372	22.871637	0.60990334	0.41879156	22.777475	0.6024749
NC_008618	4	0.44625852	22.526777	0.618034	0.43939605	22.601936	0.614998
NC_008618	5	0.46983156	22.250212	0.6319602	0.46206865	22.498148	0.62510616
NC_010278	1	0.2403157	24.56289	0.40244448	0.24394813	24.733084	0.3997121
NC_010278	2	0.2664532	24.040455	0.41673845	0.2731711	23.971268	0.41884175
NC_010278	3	0.28544077	23.521729	0.42421773	0.2903511	23.70979	0.42729416
NC_010278	4	0.30764574	23.295773	0.42951047	0.3107089	23.550856	0.43273887
NC_010278	5	0.345737	22.955786	0.43364966	0.34529603	23.030048	0.43530518
NC_016901	1	0.24626207	23.794666	0.46367514	0.25764677	23.902407	0.46405813
NC_016901	2	0.2688795	23.305511	0.4753395	0.28182957	23.629406	0.47117153
NC_016901	3	0.2832127	23.200064	0.47623533	0.2965324	23.219067	0.48004243
NC_016901	4	0.29981554	23.018862	0.47819236	0.3132028	22.970573	0.48417637
NC_016901	5	0.33505833	22.770271	0.4751533	0.3439133	22.98215	0.48029527
NC_009138	1	0.39781135	23.272799	0.5131795	0.39635995	23.372381	0.51380515
NC_009138	2	0.4391359	22.760368	0.54916215	0.44466722	23.138544	0.55461764
NC_009138	3	0.45526692	22.821453	0.5582316	0.464068	22.992334	0.5671167
NC_009138	4	0.46967706	22.799055	0.56258214	0.47929823	22.864481	0.57293385
NC_009138	5	0.48954627	23.284857	0.55937785	0.50003994	23.301094	0.5728663
NC_008610	1	0.32730427	24.136475	0.34864953	0.33637658	24.704905	0.3402563
NC_008610	2	0.34479734	24.03643	0.3480007	0.35707715	24.347992	0.34721145
NC_008610	3	0.3542185	24.018702	0.35700214	0.3671324	23.689867	0.35554817
NC_008610	4	0.36289835	23.747637	0.35798478	0.37708002	23.657204	0.35996723
NC_008610	5	0.37961572	23.290264	0.36701858	0.39540407	23.45195	0.36104226
NC_009135	1	0.3630753	25.14556	0.32870242	0.37284622	25.065807	0.3332686
NC_009135	2	0.39678174	24.084707	0.33530262	0.40760022	24.098146	0.32722372
NC_009135	3	0.41345307	23.88377	0.33995914	0.4233777	23.755196	0.3352595
NC_009135	4	0.42954138	23.679272	0.34739357	0.43896022	23.69791	0.33970302
NC_009135	5	0.4623849	23.553665	0.3603964	0.4731153	23.428764	0.36258498
NC_016906	1	0.4602825	22.076084	0.6627344	0.45150983	22.23185	0.66170526
NC_016906	2	0.5074789	21.936735	0.67771	0.50093675	22.003963	0.6780687
NC_016906	3	0.52956396	21.91636	0.6800194	0.52276385	22.052092	0.68090165
NC_016906	4	0.548596	22.00796	0.6768007	0.54390603	22.245989	0.6777527
NC_016906	5	0.5748497	21.954578	0.67395645	0.5705226	22.208828	0.6748388
NC_003361	1	0.504843	23.766857	0.40022308	0.5319591	23.97884	0.39186752
NC_003361	2	0.5235955	23.700314	0.40039524	0.55044955	23.871138	0.3953629
NC_003361	3	0.5343608	23.85087	0.39829516	0.5600526	23.85311	0.39793757
NC_003361	4	0.54444426	23.635395	0.40236253	0.5695292	23.585001	0.40439314
NC_003361	5	0.5652185	23.950716	0.39757153	0.5877317	23.507265	0.40204895
NC_016908	1	0.293823	24.89787	0.31742427	0.29529637	25.457832	0.30963117
NC_016908	2	0.3168486	24.261663	0.33670515	0.3227366	24.810766	0.32272848
NC_016908	3	0.32674345	24.16245	0.33602083	0.33484116	24.49909	0.3234047
NC_016908	4	0.33834958	23.588148	0.3352848	0.34546903	24.086258	0.330283
NC_016908	5	0.35895467	23.576275	0.33297724	0.3658438	23.47379	0.3353172
NC_016909	1	0.2948302	24.874546	0.3186718	0.29443982	25.3929	0.31053323
NC_016909	2	0.31711447	24.260578	0.33681583	0.32249323	24.802559	0.32255384
NC_016909	3	0.32695833	24.174112	0.33532012	0.3350061	24.55075	0.3235122
NC_016909	4	0.3385816	23.690132	0.33386472	0.34549686	24.095724	0.3300583
NC_016909	5	0.35924703	23.55342	0.3335959	0.36511588	23.455336	0.33609372
NC_016902	1	0.2622897	23.989164	0.47821286	0.2636275	24.216137	0.46927097
NC_016902	2	0.2924693	23.494255	0.5199707	0.29389247	23.684109	0.5167636
NC_016902	3	0.31027436	23.319437	0.5321178	0.3120491	23.474417	0.5288024
NC_016902	4	0.3284744	23.111715	0.5335468	0.33082417	23.2729	0.5320124
NC_016902	5	0.36426547	22.79895	0.5352547	0.35984203	23.088526	0.53127486
NC_003366	1	0.2639992	24.859938	0.2820958	0.2582435	25.20487	0.2764532
NC_003366	2	0.2853166	24.30678	0.28773144	0.2802876	24.533144	0.28680745
NC_003366	3	0.29771537	24.083546	0.29473302	0.29194906	24.476921	0.28790262
NC_003366	4	0.31117463	23.780087	0.3037828	0.30592152	24.295801	0.2944846
NC_003366	5	0.34125417	23.54228	0.3146504	0.3312327	23.657806	0.30572128
NC_008600	1	0.29211384	25.199154	0.34836957	0.28582093	25.339247	0.35605246
NC_008600	2	0.3210597	24.536749	0.35572678	0.3167482	24.48601	0.35925514
NC_008600	3	0.34103665	24.129114	0.36116824	0.3352089	24.537233	0.35819978
NC_008600	4	0.36611816	23.680204	0.3650997	0.355624	24.304054	0.35583398
NC_008600	5	0.41352627	23.049763	0.37790883	0.40093866	23.477419	0.36467806
NC_008601	1	0.22998865	24.693228	0.3168551	0.23846936	25.238085	0.29561645
NC_008601	2	0.24417207	24.227833	0.327565	0.25177607	24.904348	0.31462106
NC_008601	3	0.25210845	24.111212	0.33233467	0.2599997	24.453796	0.3296663
NC_008601	4	0.26010412	24.03085	0.34278384	0.26728877	24.459473	0.33694163
NC_008601	5	0.2753078	23.574184	0.3579629	0.2810733	23.784916	0.3476341
NC_002737	1	0.1991998	24.636028	0.37982616	0.2032695	24.853083	0.38371438
NC_002737	2	0.2166885	24.0837	0.38375145	0.21684888	24.340221	0.38452148
NC_002737	3	0.22688809	23.61097	0.39351928	0.22649188	23.800951	0.39231467
NC_002737	4	0.23943186	23.306482	0.40183836	0.23595579	23.664436	0.39401454
NC_002737	5	0.26818693	22.62148	0.40678233	0.2549887	23.222185	0.39830866
NC_016912	1	0.31485254	25.260033	0.3208281	0.31133798	25.940878	0.31948745
NC_016912	2	0.34852466	24.400145	0.32932952	0.3478552	24.87461	0.33097076
NC_016912	3	0.3673906	23.997288	0.33783942	0.36730435	24.532335	0.33784267
NC_016912	4	0.3882811	23.351873	0.34086436	0.3877206	24.0979	0.34211
NC_016912	5	0.43244317	22.56067	0.35009405	0.424363	23.423903	0.34447712
NC_009142	1	0.44921708	21.92819	0.6980543	0.43902814	22.126217	0.69893825
NC_009142	2	0.4958157	21.902369	0.7201345	0.4882721	22.006388	0.72071326
NC_009142	3	0.5122927	21.977013	0.7254851	0.5056665	22.165041	0.72266227
NC_009142	4	0.52438045	21.865862	0.7236436	0.5187272	22.048193	0.7246666
NC_009142	5	0.53946453	21.77558	0.7192845	0.53440267	21.83671	0.7228079
NC_016911	1	0.29437327	24.871342	0.31855425	0.29542294	25.501896	0.3097786
NC_016911	2	0.31695443	24.30582	0.33605295	0.32299444	24.737846	0.32299554
NC_016911	3	0.3267371	24.13291	0.3360056	0.3353714	24.515842	0.32297218
NC_016911	4	0.3383591	23.60265	0.33529896	0.34580055	24.087818	0.33107468
NC_016911	5	0.35934517	23.561821	0.3330853	0.36562777	23.462164	0.3359266
NC_010263	1	0.29376382	24.877518	0.31928357	0.29357535	25.502485	0.309039
NC_010263	2	0.3174223	24.280367	0.33266285	0.3228587	24.760149	0.32125306
NC_010263	3	0.32771516	24.226377	0.33652958	0.33538848	24.703949	0.32317728
NC_010263	4	0.33957088	23.71965	0.33445272	0.34686795	24.116758	0.330361
NC_010263	5	0.3609329	23.62645	0.33253747	0.36747536	23.473196	0.33514526
NC_016915	1	0.29407692	24.81803	0.3187902	0.29558226	25.275322	0.3155981
NC_016915	2	0.31781718	24.40334	0.33022732	0.32151574	24.595797	0.3325267
NC_016915	3	0.32789356	24.092722	0.3379504	0.33352	24.434214	0.32206035
NC_016915	4	0.3389731	23.724993	0.33382553	0.34549007	23.936321	0.33011532
NC_016915	5	0.35999995	23.563992	0.3332402	0.3663107	23.509172	0.33627185
NC_016913	1	0.29673833	24.773033	0.31948072	0.29541355	25.509953	0.31032795
NC_016913	2	0.3173592	24.286152	0.3361108	0.32288125	24.72799	0.32372084
NC_016913	3	0.3271046	24.13153	0.33565646	0.33506998	24.533989	0.32203144
NC_016913	4	0.3385864	23.883081	0.33208746	0.34586215	24.077946	0.33090973
NC_016913	5	0.3593191	23.559296	0.33288822	0.36565262	23.45097	0.33638126
NC_016914	1	0.29444566	24.800995	0.32000816	0.296213	25.439497	0.3100379
NC_016914	2	0.31699264	24.340597	0.33564845	0.32271853	24.756498	0.32305226
NC_016914	3	0.32664996	24.14843	0.33568016	0.33512706	24.594645	0.32208362
NC_016914	4	0.33837825	23.575336	0.3359577	0.3456982	24.052845	0.3306881
NC_016914	5	0.35912797	23.59312	0.3323498	0.36514297	23.457151	0.33667028
NC_008609	1	0.24561922	23.745024	0.5051157	0.25117388	23.43568	0.52662337
NC_008609	2	0.2627105	23.138826	0.58922017	0.26879922	23.154543	0.6058337
NC_008609	3	0.27017784	23.019836	0.6117882	0.27701828	22.832691	0.6248432
NC_008609	4	0.27698922	22.964455	0.62000173	0.2832601	22.932037	0.625848
NC_008609	5	0.28844047	23.134565	0.6204138	0.29574272	23.043518	0.6243578
NC_008639	1	0.3838397	24.228355	0.453463	0.3909903	23.992264	0.4652395
NC_008639	2	0.42100567	23.597178	0.48428515	0.42571083	23.61309	0.49172485
NC_008639	3	0.43999073	23.27546	0.49704778	0.4434938	23.589655	0.4900174
NC_008639	4	0.45506507	23.407887	0.5036112	0.4601892	23.480068	0.50277865
NC_008639	5	0.47994158	23.06338	0.526032	0.48358002	23.24125	0.5152772
NC_015761	1	0.29972506	24.071264	0.48862508	0.30895653	24.046349	0.49997368
NC_015761	2	0.3307282	23.646261	0.52525103	0.3379913	23.602917	0.5238006
NC_015761	3	0.34834564	23.298225	0.5281179	0.35590807	23.357904	0.53350925
NC_015761	4	0.36888346	23.184639	0.5384573	0.37358457	23.31853	0.5356717
NC_015761	5	0.4095021	22.836798	0.534122	0.40779704	23.148924	0.5351694
NC_015760	1	0.21689603	25.166334	0.3886412	0.2179253	25.475796	0.39606464
NC_015760	2	0.23701699	23.74367	0.40986815	0.23944862	24.536232	0.40234768
NC_015760	3	0.2510574	23.361147	0.4111546	0.25272846	24.051678	0.39982346
NC_015760	4	0.26665086	23.130735	0.414054	0.26555333	23.607815	0.40240684
NC_015760	5	0.2964898	22.497139	0.4139483	0.28999332	23.272018	0.4149251
NC_016929	1	0.43557742	25.07332	0.30572277	0.45003682	25.296268	0.30104473
NC_016929	2	0.467194	24.327095	0.32356784	0.47954184	24.91366	0.3016246
NC_016929	3	0.4807543	24.299555	0.32462993	0.49441394	24.621626	0.3113714
