organism	NCBI_taxonomy_id	NCBI_bioProjectAccession	NCBI_bioProjectID	Group	SubGroup	A1le	T1le	G1le	C1le	A2le	T2le	G2le	C2le	A4le	T4le	G4le	C4le	A1la	T1la	G1la	C1la	A2la	T2la	G2la	C2la	A4la	T4la	G4la	C4la	genomicGC	ioAle	ioTle	ioGle	ioCle	genes	genomicLen	habitatNCBI	habitatGold	habitatImg
NC_013521	Sanguibacter keddieii DSM 10542	446469	PRJNA40845	40845	Actinobacteria	Actinobacteria	294479	296946	524700	400735	4732	3205	79558	169387	17429	25809	186687	286027	188520	191178	335280	264369	3392	2113	48147	113115	13302	14610	121566	186093	71.89	27947	28546	72090	72172	3710	4253413	HostAssociated	Host-associated	Host-associated
NC_006177	Symbiobacterium thermophilum IAM 14863	292459	PRJNA58165	58165	Firmicutes	Clostridia	310631	296255	493090	315788	14876	20246	92832	199766	15432	21539	224064	196926	115746	113999	184227	128984	6824	7135	32018	77119	7275	8414	79081	82512	68.67	39031	38718	88102	81406	3337	3566135	Terrestrial	NA	Engineered
NC_015518	Acidianus hospitalis W1	933801	PRJNA66875	66875	Crenarchaeota	Thermoprotei	207476	158486	157508	92880	72030	67735	27501	31082	48207	48357	11054	12872	191923	144807	144520	84193	67152	61247	25228	29905	44934	42684	10172	11457	34.15	59029	58804	31475	30996	2329	2137654	NA	NA	NA
NC_015684	Oligotropha carboxidovorans OM5	504832	PRJNA72795	72795	Proteobacteria	Alphaproteobacteria	286290	252960	385404	288452	23477	49614	64743	110521	22099	39862	146231	153126	200422	170576	257939	204071	18251	30212	40556	79698	17557	23616	90997	115181	62.48	48511	50778	84431	80557	3341	3595748	Multiple	NA	Engineered
NC_015945	Muricauda ruestringensis DSM 13258	886377	PRJNA72479	72479	Bacteroidetes/Chlorobi group	Bacteroidetes	401408	282978	321313	200038	98036	132251	67526	73952	64974	65140	49434	67967	346859	240062	262653	173277	88887	104891	47334	70010	53636	56429	36306	63476	41.36	58642	59186	43428	39825	3433	3842422	NA	Environmental	Environmental
NC_014150	Brachyspira murdochii DSM 12563	526224	PRJNA48819	48819	Spirochaetes	Spirochaetia	389812	253183	242461	141190	123157	153587	31642	28894	60025	91856	8875	10928	299717	186169	174264	103347	98365	108339	17202	27595	49353	60396	5780	8886	27.75	104509	106701	42699	38305	2811	3241804	HostAssociated	Host-associated	Host-associated
NC_002946	Neisseria gonorrhoeae FA 1090	242231	PRJNA57611	57611	Proteobacteria	Betaproteobacteria	161587	125049	175087	116445	38001	39586	25861	50943	15671	25735	46766	57498	144837	107734	149168	107743	35959	28282	15939	50257	14539	17858	34597	62658	52.69	78811	81907	93455	84565	2002	2153922	HostAssociated	Host-associated	Host-associated
NC_011835	Bifidobacterium animalis subsp. lactis AD011	442563	PRJNA58911	58911	Actinobacteria	Actinobacteria	139970	112157	167873	123601	11800	19077	30895	54959	13070	14048	57433	65751	137293	109103	161404	119694	11941	19707	29996	53155	13205	14301	54260	62898	60.49	38185	38672	58993	57870	1527	1933695	Multiple	Host-associated	Host-associated
NC_009674	Bacillus cytotoxicus NVH 391-98	315749	PRJNA58317	58317	Firmicutes	Bacilli	523684	369736	426644	268671	175037	189644	52360	54888	132716	107550	58166	27534	163761	123583	119599	93327	53082	56921	10346	23744	40343	37950	11107	15124	35.88	187614	172778	114766	85565	3833	4087024	Terrestrial	Host-associated	Host-associated
NC_011741	Escherichia coli IAI1	585034	PRJNA59377	59377	Proteobacteria	Gammaproteobacteria	410907	327367	446466	308379	82331	110272	58292	127085	51705	91128	142646	102873	323758	260102	335827	244593	65318	86234	40797	102832	43112	66946	100145	90318	50.79	82013	82917	88609	82356	4350	4700560	Multiple	Host-associated	Host-associated
NC_007508	Xanthomonas campestris pv. vesicatoria str. 85-10	316273	PRJNA58321	58321	Proteobacteria	Gammaproteobacteria	381663	333677	556749	401552	35992	71605	92417	188560	32595	43526	219124	211685	282016	240820	395863	299454	28241	47752	60715	144465	25719	27371	151034	164408	64.75	75759	77828	143881	137235	4487	5178466	HostAssociated	NA	NA
NC_011999	Macrococcus caseolyticus JCSC5402	458233	PRJNA59003	59003	Firmicutes	Bacilli	311621	211060	238294	153573	86183	105703	34209	41388	68748	63908	34534	18594	95293	66447	66822	47862	25540	31719	8719	14692	20370	19533	7992	7533	36.88	47457	44270	29174	24124	1951	2102324	Multiple	NA	Engineered
NC_014448	Mycoplasma hyorhinis HUB-1	872331	PRJNA51695	51695	Tenericutes	Mollicutes	122286	78349	60442	48431	49346	45960	4293	10087	23192	25052	1722	2701	57155	34891	26874	21048	22674	20675	1822	5117	9531	10983	769	1325	25.88	34416	33301	11492	11098	658	839615	NA	NA	Host-associated
NC_013422	Halothiobacillus neapolitanus c2	555778	PRJNA41317	41317	Proteobacteria	Gammaproteobacteria	220846	188545	266474	194968	35381	65018	44406	69950	28274	47038	82168	81450	159761	127415	175171	136893	29398	38359	24002	55066	23080	26541	48393	63614	54.71	38260	40346	48796	45877	2358	2582886	Specialized	NA	Engineered
NC_014218	Arcanobacterium haemolyticum DSM 20595	644284	PRJNA49489	49489	Actinobacteria	Actinobacteria	190175	161246	237020	173349	33442	45181	32301	53619	39216	58575	59544	57943	88817	78501	107269	85941	15304	21195	13110	27140	19452	25043	25081	32169	53.13	38239	38358	45347	41854	1732	1986154	HostAssociated	Host-associated	Host-associated
NC_011529	Thermococcus onnurineus NA1	523850	PRJNA59043	59043	Euryarchaeota	Thermococci	158565	125225	160286	95603	27700	20119	45554	48407	19026	30798	27823	49577	160226	125448	158480	95043	30192	18733	43332	52165	23234	25281	27971	49393	51.27	20420	22421	22383	22339	1975	1847607	Terrestrial	Environmental	NA
NC_015436	Sphaerochaeta coccoides DSM 17374	760011	PRJNA66331	66331	Spirochaetes	Spirochaetia	223387	185538	236855	158119	36946	56545	42467	62916	35721	50063	52969	65013	136932	111024	138925	99311	22561	30627	23147	41667	22488	27754	30979	43004	50.56	34291	35336	36884	34180	1823	2227296	Specialized	Host-associated	Host-associated
NC_014002	Methanohalophilus mahii DSM 5219	547558	PRJNA47313	47313	Euryarchaeota	Methanomicrobia	187587	141976	175317	110889	43767	56199	27159	34927	36018	48123	26473	32325	172315	118830	148791	93625	43954	43010	21614	34920	36423	31575	20322	30457	42.62	34611	37197	26885	25797	1987	2012424	Specialized	Environmental	NA
NC_016627	Clostridium clariflavum DSM 19732	720554	PRJNA82345	82345	Firmicutes	Clostridia	673757	450821	504828	279920	190076	218796	96682	93049	121538	127775	59813	54153	206095	140433	144930	92299	57680	62966	23246	33581	35975	40413	15056	22468	35.72	273119	246288	165092	122679	3907	4897678	NA	NA	Engineered
NC_010125	Gluconacetobacter diazotrophicus PAl 5	272568	PRJNA61587	61587	Proteobacteria	Alphaproteobacteria	222044	210683	346988	248695	19852	34438	41299	127122	17130	19397	154262	141985	262727	254582	418218	294876	24077	41568	48572	152701	19220	22631	186743	169654	66.43	35360	35226	65985	66921	3777	3944163	HostAssociated	NA	Host-associated
NC_016887	Nocardia cyriacigeorgica GUH-2	135487	PRJNA89395	89395	Actinobacteria	Actinobacteria	414722	388399	682583	486506	30471	46184	93315	233975	26412	38189	270599	312091	309094	288399	499882	373705	24511	36219	63713	175252	25055	25591	196237	236218	68.37	91993	93359	201648	196441	5477	6194645	NA	NA	NA
NC_004347	Shewanella oneidensis MR-1	211586	PRJNA57949	57949	Proteobacteria	Gammaproteobacteria	425314	330673	428749	300679	107507	156380	65034	86965	62702	107946	89239	93971	353623	257713	321461	245887	91298	112025	40878	82369	55296	68205	57928	94965	45.96	142338	152464	131705	116835	4318	4969795	Multiple	Environmental	Environmental
NC_011567	Anoxybacillus flavithermus WK1	491915	PRJNA59135	59135	Firmicutes	Bacilli	403446	301092	358912	243154	127734	132439	40419	64139	83634	74108	81593	48477	99879	75532	80145	61764	30959	31328	7958	18219	20718	17476	15713	14702	41.78	55544	52117	42010	33686	2831	2846746	Specialized	NA	Engineered
NC_008825	Methylibium petroleiphilum PM1	420662	PRJNA58085	58085	Proteobacteria	Betaproteobacteria	293878	271663	452389	321302	13446	22261	78559	176113	13795	21309	195076	192796	227274	209184	351240	260723	11410	15267	57919	141602	12947	14792	148392	158928	69.2	19485	19906	44356	43062	3819	4044195	Aquatic	NA	Engineered
NC_012892	Escherichia coli BL21(DE3)	469008	PRJEA161949	161949	Proteobacteria	Gammaproteobacteria	385839	308474	419878	290877	77692	103226	54312	119532	48507	86197	134032	97170	318705	256945	333986	242886	64278	83586	40239	102339	42865	66614	99742	90110	50.83	91647	93294	97985	92468	4248	4558947	Specialized	NA	NA
NC_002162	Ureaplasma parvum serovar 3 str. ATCC 700970	273119	PRJNA57711	57711	Tenericutes	Mollicutes	118199	69482	57168	41462	40221	50108	3986	7688	19004	21840	2434	2375	61057	36353	28031	20085	20380	26122	2123	4177	9035	10502	1126	1274	25.5	10763	9980	3629	3514	614	751719	HostAssociated	Host-associated	Host-associated
NC_010364	Halobacterium salinarum R1	478009	PRJNA61571	61571	Euryarchaeota	Halobacteria	131900	109784	206629	133399	7634	8838	29410	76088	8433	8651	80184	82858	135278	113482	204579	141949	9215	8420	26065	77159	9278	9560	69768	94707	68.01	11768	12001	23979	22725	2110	2000962	Specialized	NA	NA
NC_013361	Escherichia coli O26:H11 str. 11368	573235	PRJNA41021	41021	Proteobacteria	Gammaproteobacteria	508651	395979	549807	379446	101112	133921	74425	156008	67708	111042	174036	124707	358121	281682	368141	268912	73535	93221	45914	113350	49408	73110	108036	97941	50.68	142105	142776	151086	140736	5365	5697240	Multiple	NA	Host-associated
NC_009481	Synechococcus sp. WH 7803	32051	PRJNA61607	61607	Cyanobacteria	Oscillatoriophycideae	149410	144739	223871	166430	17870	39241	40685	62709	19145	42344	70327	73572	171345	148552	231373	172580	26389	32269	34969	78775	25964	31743	67282	86975	60.24	10103	11557	15992	15006	2533	2366980	Aquatic	Environmental	Environmental
NC_015844	Zobellia galactanivorans	63186	PRJNA70621	70621	Bacteroidetes/Chlorobi group	Bacteroidetes	551068	386940	456770	282110	124646	187048	93559	100337	76197	95859	81511	99944	523511	356500	391855	269564	129669	138033	63194	124860	77377	75091	54453	116716	42.78	75788	80282	61188	53508	4732	5521712	NA	NA	NA
NC_013766	Listeria monocytogenes 08-5578	653938	PRJNA43671	43671	Firmicutes	Bacilli	466070	319083	381287	246028	150186	151221	33224	68863	104579	101713	56092	41088	109621	80649	84824	61120	33175	35321	6415	18576	21904	27586	10386	12953	37.96	47844	42274	30087	24961	3010	3032288	NA	Host-associated	Host-associated
NC_010184	Bacillus weihenstephanensis KBAB4	315730	PRJNA58315	58315	Firmicutes	Bacilli	705344	498340	573321	351448	236340	253739	69078	78348	175221	149326	77959	30653	218728	166655	161219	122285	71485	73978	13163	34442	52977	54663	14068	18377	35.56	185821	168506	113527	81830	5155	5262775	Terrestrial	NA	NA
NC_016749	Streptococcus macedonicus ACA-DC 198	1116231	PRJNA81631	81631	Firmicutes	Bacilli	295025	206993	239024	164637	81491	100838	31171	41558	59076	87919	24480	24888	72498	51454	52156	40922	19857	21730	5775	13021	12996	20835	4153	8409	37.63	81609	81488	53594	44288	1977	2130034	NA	NA	NA
NC_014377	Thermosediminibacter oceani DSM 16646	555079	PRJNA51421	51421	Firmicutes	Clostridia	329531	248095	314711	179462	89016	69123	62373	88287	45486	54069	72545	76516	58074	44535	50932	33189	15470	12584	9173	16531	8334	9632	10660	14358	46.82	52109	46098	47231	39071	2198	2280035	Specialized	Environmental	Environmental
NC_009009	Streptococcus sanguinis SK36	388919	PRJNA58381	58381	Firmicutes	Bacilli	364585	262302	314037	211137	71337	112588	69620	74332	59486	91308	52718	60579	67687	49460	52054	39400	14141	17073	9421	17675	9946	15672	6834	14646	43.4	41534	40245	34349	28546	2270	2388435	HostAssociated	Host-associated	Host-associated
NC_005061	Candidatus Blochmannia floridanus	203907	PRJNA57999	57999	Proteobacteria	Gammaproteobacteria	81144	63345	57413	35094	27454	41240	7054	3630	15428	20794	4749	1335	51813	34911	25517	23046	17105	20957	1124	5171	10538	9265	971	2094	27.38	26390	28414	12936	8129	583	705557	Specialized	NA	NA
NC_017026	Mycobacterium tuberculosis RGTB327	1091500	PRJNA157907	157907	Actinobacteria	Actinobacteria	235965	222881	390899	266271	21666	40324	55482	129356	30278	38734	150502	140535	175818	163549	284566	203506	16994	26274	35794	98940	26379	24929	103160	113354	65.63	199183	207265	396833	376443	3691	4380119	NA	NA	NA
NC_011004	Rhodopseudomonas palustris TIE-1	395960	PRJNA58995	58995	Proteobacteria	Alphaproteobacteria	419588	375838	579828	419765	30599	58542	95688	197639	23902	41326	241999	241050	327555	287705	444276	335167	27416	41067	68597	159823	23802	27302	177398	197828	64.86	87242	88918	163100	156772	5248	5744041	NA	Environmental	Environmental
NC_016642	Pseudovibrio sp. FO-BEG1	911045	PRJNA82373	82373	Proteobacteria	Alphaproteobacteria	455619	376515	525990	364681	67874	103868	89942	145439	71901	136810	129799	127299	357975	285041	386959	289986	56354	70214	62601	121002	63003	88309	85454	118052	52.37	119197	127475	142966	129293	5070	5475636	NA	Host-associated	Host-associated
NC_009446	Dichelobacter nodosus VCS1703A	246195	PRJNA57643	57643	Proteobacteria	Gammaproteobacteria	130915	99248	128184	91823	44472	56364	13960	19222	16494	27894	30703	25539	103773	79089	96629	74534	33700	40946	9416	18385	12405	19617	21828	25581	44.4	19051	19571	15998	14143	1280	1389349	HostAssociated	NA	NA
NC_016782	Corynebacterium diphtheriae 241	698966	PRJNA83607	83607	Actinobacteria	Actinobacteria	222162	184736	276094	201230	35429	52823	42692	66292	48449	70470	57448	71751	123541	107432	149056	120682	19137	26917	20064	40621	27453	33258	28977	52284	53.43	35855	36589	42457	39111	2245	2426551	Multiple	Host-associated	Host-associated
NC_015186	Acidiphilium multivorum	926570	PRJNA63345	63345	Proteobacteria	Alphaproteobacteria	241530	237265	398412	294941	17121	36599	51289	122235	14634	21226	162242	181415	215592	208040	347507	264222	16053	30183	43329	111225	14474	15753	140430	164025	67.58	28375	28550	58288	56455	3448	3749411	NA	NA	Environmental
NC_015638	Lacinutrix sp. 5H-3-7-4	983544	PRJNA68067	68067	Bacteroidetes/Chlorobi group	Bacteroidetes	373449	242817	255848	163375	131326	145797	20739	39250	88332	79143	11751	15122	334136	211946	211515	144509	115145	123049	13364	41556	66761	76164	8297	16145	30.82	36874	35616	17093	15149	2968	3296168	NA	Environmental	Environmental
NC_009708	Yersinia pseudotuberculosis IP 31758	349747	PRJNA58487	58487	Proteobacteria	Gammaproteobacteria	426315	338708	447392	309912	91738	149327	68598	106841	62947	103645	117209	97140	284389	219717	276150	206215	65261	93276	38497	74324	45079	60794	64883	72787	47.54	144465	148838	139290	126173	4125	4723304	Multiple	Host-associated	Host-associated
NC_009634	Methanococcus vannielii SB	406327	PRJNA58767	58767	Euryarchaeota	Methanococci	161097	109702	110372	64904	55548	53428	10805	18161	37184	30867	8458	7484	180936	120704	123983	72726	65251	57674	11613	21507	40258	34711	8700	9354	31.33	44896	46453	21363	21196	1678	1720048	Aquatic	NA	NA
NC_012578	Vibrio cholerae M66-2	579112	PRJNA59355	59355	Proteobacteria	Gammaproteobacteria	283851	221558	287135	203913	67628	89135	43703	67568	41472	70613	72188	58839	189489	146359	180769	140122	46045	54818	23568	49145	27844	41817	41124	49098	47.83	44998	45248	42738	38718	2650	2892523	Multiple	Host-associated	Host-associated
NC_002940	Haemophilus ducreyi 35000HP	233412	PRJNA57625	57625	Proteobacteria	Gammaproteobacteria	159506	116953	136490	97020	55415	67312	13903	19080	30883	39498	20463	17942	131296	93964	107085	80765	46154	52031	8597	17931	25814	30842	14116	17795	38.22	43698	42692	28228	25900	1717	1698955	HostAssociated	Host-associated	Host-associated
NC_007519	Desulfovibrio alaskensis G20	207559	PRJNA57941	57941	Proteobacteria	delta/epsilon subdivisions	250689	223920	336694	220304	42424	53278	48228	103082	28403	54613	113533	99919	266736	224469	325957	239988	49471	40595	38058	118416	37923	44149	101563	119453	57.84	60224	65912	92374	83494	3269	3730232	Multiple	Environmental	Environmental
NC_016854	Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA86061	86061	Proteobacteria	Gammaproteobacteria	432789	347389	475526	329488	80703	118713	66758	135167	48348	83743	164745	119478	309623	249710	325052	239452	59069	79607	40820	102165	35318	53733	104265	100869	52.19	93594	95344	108361	99880	4450	4879400	NA	NA	Host-associated
NC_013729	Kribbella flavida DSM 17836	479435	PRJNA43465	43465	Actinobacteria	Actinobacteria	538136	508154	893939	619186	18168	24460	144244	361905	29495	42721	403030	385012	366155	346467	602546	434556	13728	15769	91971	250261	22248	27136	261759	278176	70.57	62462	63653	151198	148208	6944	7579488	Terrestrial	Environmental	Environmental
NC_013199	Lactobacillus rhamnosus Lc 705	568704	PRJNA59315	59315	Firmicutes	Bacilli	357120	258856	332052	240272	72098	123451	58414	74068	55421	74117	84502	74178	129204	98493	113472	94298	27832	40194	15353	31532	19802	27500	23819	36120	46.74	73960	74001	69665	59932	2878	2968598	Multiple	NA	Host-associated
NC_015145	Arthrobacter phenanthrenivorans Sphe3	930171	PRJNA63629	63629	Actinobacteria	Actinobacteria	327717	300178	497363	352471	30950	27029	74463	177535	36195	45160	169727	219695	206817	191618	314402	230170	20150	17807	45282	114704	25013	27404	108387	141243	65.58	42632	42308	81340	80069	3843	4250414	Terrestrial	Environmental	Environmental
NC_003106	Sulfolobus tokodaii str. 7	273063	PRJNA57807	57807	Crenarchaeota	Thermoprotei	250160	192834	187904	112898	88045	90296	30826	31502	56192	62065	13334	13824	239101	181516	175470	104523	84823	83580	28974	31187	54452	55200	12336	13320	32.79	111896	113137	56002	54932	2826	2694756	Specialized	Environmental	NA
NC_012587	Sinorhizobium fredii NGR234	394	PRJNA59081	59081	Proteobacteria	Alphaproteobacteria	301988	267927	411750	293564	29096	44919	69164	125017	21289	35529	140347	178716	227666	198300	301694	225253	22929	31122	49020	96416	17020	23253	99772	140464	63.03	70425	72467	122260	119034	3629	3925702	HostAssociated	Host-associated	Host-associated
NC_010501	Pseudomonas putida W619	390235	PRJNA58651	58651	Proteobacteria	Gammaproteobacteria	437291	376674	576011	394108	45493	72406	108209	213936	37716	73537	194626	206483	373348	312950	466190	339772	43300	48913	78464	197628	36125	46237	154747	192299	61.44	61259	65424	105623	97830	5182	5774330	Multiple	Host-associated	Host-associated
NC_010067	Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	882884	PRJNA58191	58191	Proteobacteria	Gammaproteobacteria	410853	329094	442523	306470	79208	117031	63008	123600	49319	81929	148023	106704	300279	240574	311112	231055	57772	78929	39984	97822	37646	53963	96916	93684	51.38	90966	91809	100441	93254	4500	4600800	HostAssociated	Host-associated	Host-associated
NC_010681	Burkholderia phytofirmans PsJN	398527	PRJNA58729	58729	Proteobacteria	Betaproteobacteria	338943	299639	456139	338056	39749	55809	67400	146468	24730	40371	194006	165126	242797	214947	323560	253798	30076	38097	44100	109223	18527	25590	134561	130408	62.58	78629	78836	133685	127342	3926	4467537	Terrestrial	Host-associated	Host-associated
NC_012660	Pseudomonas fluorescens SBW25	216595	PRJNA158693	158693	Proteobacteria	Gammaproteobacteria	508370	435238	642055	447127	64233	92977	113816	235357	34404	71346	230375	238814	450118	376107	536675	395549	61340	71699	87758	221243	34077	47932	190484	222094	60.5	91236	94520	143966	136471	5921	6722539	Multiple	NA	Host-associated
NC_015958	Thermoanaerobacter wiegelii Rt8.B1	697303	PRJNA52581	52581	Firmicutes	Clostridia	441957	299876	334653	185410	152593	147713	52547	46078	87722	94943	31230	25134	84300	58998	60021	38247	29552	26380	7415	10882	17580	18477	3897	7004	34.34	118590	103067	68140	48305	2658	2785056	Specialized	Environmental	Environmental
NC_012470	Streptococcus equi subsp. zooepidemicus	40041	PRJNA59261	59261	Firmicutes	Bacilli	292337	213990	250272	172039	61963	100647	59328	49138	56014	78356	32113	41211	69803	46486	51252	41108	15846	19719	10536	14075	12556	16771	4933	11348	41.53	78006	79257	61150	49781	1870	2149868	HostAssociated	NA	Host-associated
NC_010999	Lactobacillus casei BL23	543734	PRJNA59237	59237	Firmicutes	Bacilli	368442	266428	340512	244682	73273	122855	59567	78970	60383	81730	78264	73981	138918	102916	120881	96813	28842	42131	17535	33977	22228	30714	23222	35837	46.34	78404	78528	70997	62538	3015	3079196	Specialized	NA	Engineered
NC_011891	Anaeromyxobacter dehalogenans 2CP-1	455488	PRJNA58989	58989	Proteobacteria	delta/epsilon subdivisions	308291	314610	595910	439423	4311	7481	98635	198317	7383	8073	280198	277003	224141	238360	451930	345752	2855	5276	68832	150422	5850	6120	209184	222021	74.72	33513	32515	97465	95139	4473	5029329	Terrestrial	Environmental	Environmental
NC_015633	Vibrio anguillarum 775	882102	PRJNA68057	68057	Proteobacteria	Gammaproteobacteria	309391	237530	298336	208902	81111	103986	43416	63983	52206	83507	59368	51949	197807	148766	177980	135388	52606	59353	22026	46998	34926	45610	31568	41773	44.65	61573	63001	53468	47018	2812	3063905	NA	Environmental	Host-associated
NC_005810	Yersinia pestis biovar Microtus str. 91001	229193	PRJNA58037	58037	Proteobacteria	Gammaproteobacteria	345385	274361	355830	249434	76451	118189	54481	87772	51678	82495	90308	79225	329973	260093	331807	242131	73725	109407	48446	87118	51348	73106	83174	81752	47.65	165721	167864	153429	148089	3890	4595065	Multiple	Host-associated	Host-associated
NC_015663	Enterobacter aerogenes KCTC 2190	1028307	PRJNA68103	68103	Proteobacteria	Gammaproteobacteria	443057	365090	505476	350449	73071	105844	72456	161019	40025	77389	184876	146307	347840	286417	382370	280534	57853	75503	50610	133332	31497	52152	130115	135460	54.85	85861	87388	106788	99213	4912	5280349	NA	Host-associated	Host-associated
NC_011593	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222	391904	PRJNA58677	58677	Actinobacteria	Actinobacteria	261436	213150	315071	222780	27097	39428	54335	105056	22280	35938	93658	131439	143179	113338	170219	125419	15743	22011	28321	59092	14953	16406	53014	69770	59.86	53881	54632	80403	80136	2416	2832748	HostAssociated	Host-associated	Host-associated
NC_014394	Gallionella capsiferriformans ES-2	395494	PRJNA51505	51505	Proteobacteria	Betaproteobacteria	315642	261453	357879	243404	54500	97890	66100	90526	39841	62896	115024	89892	183936	142500	187482	142046	36666	44121	26486	62576	27555	25927	53059	63971	52.75	37881	41582	46685	41249	2895	3162471	Aquatic	Environmental	Environmental
NC_015434	Verrucosispora maris AB-18-032	263358	PRJNA66297	66297	Actinobacteria	Actinobacteria	416558	407421	740017	516434	16384	24302	103953	293768	28279	40414	312015	332580	325969	317281	578557	419100	14075	19034	76822	232500	26057	29332	239495	271444	70.85	67876	68689	165056	161572	5956	6673976	NA	Host-associated	Environmental
NC_008782	Acidovorax sp. JS42	232721	PRJNA58427	58427	Proteobacteria	Betaproteobacteria	312467	273278	447781	322758	23303	36649	81070	164187	20475	28814	181472	182788	261963	229244	372615	284291	20411	26085	62885	146575	19756	20086	146450	167998	66.17	53995	55433	109461	104147	4008	4448856	Terrestrial	NA	Environmental
NC_008836	Burkholderia mallei NCTC 10229	412022	PRJNA58383	58383	Proteobacteria	Betaproteobacteria	227504	208110	340941	260698	15133	26689	51368	112205	9156	11576	164180	138079	195666	179948	294492	234414	14415	20246	41222	100037	8864	9139	138792	126840	68.15	48586	47969	106835	103280	3332	3458208	HostAssociated	Host-associated	Host-associated
NC_015312	Pseudonocardia dioxanivorans CB1190	675635	PRJNA65087	65087	Actinobacteria	Actinobacteria	426761	445865	843009	594137	10507	14394	112861	296864	20771	28552	358598	402618	318915	325019	614494	450324	8721	10096	78513	221932	18532	18331	251050	309428	73.31	64851	66654	181923	177802	6495	7096571	NA	NA	Engineered
NC_002696	Caulobacter crescentus CB15	190650	PRJNA57891	57891	Proteobacteria	Alphaproteobacteria	289937	259152	436113	301199	17205	32424	73186	152194	12207	31629	163727	196505	235256	207152	351105	251948	15354	23877	56599	126867	11315	21281	125569	171443	67.21	33135	33731	69604	67365	3737	4016947	Aquatic	Environmental	Environmental
NC_004088	Yersinia pestis KIM10+	187410	PRJNA57875	57875	Proteobacteria	Gammaproteobacteria	390984	310685	406668	282292	86317	134865	62760	98238	58851	94098	104341	87459	297916	233108	294748	219372	66314	96674	41901	80076	46873	64795	72503	76427	47.64	153312	157270	147213	136011	4049	4600755	Multiple	Host-associated	Host-associated
NC_007761	Rhizobium etli CFN 42	347834	PRJNA58377	58377	Proteobacteria	Alphaproteobacteria	318992	280043	416184	300534	33290	56423	68418	120657	24044	43427	132075	181410	274974	239099	354432	265851	30384	45634	54597	108234	22426	33065	111018	164280	61.27	72004	73179	116905	113311	4035	4381608	HostAssociated	Host-associated	Host-associated
NC_011959	Thermomicrobium roseum DSM 5159	309801	PRJNA59341	59341	Chloroflexi	Thermomicrobia	108050	111437	182204	127475	11278	23443	29580	51045	19040	24182	65899	58391	130540	131002	203834	162949	14631	23240	29810	61601	23788	26607	62446	84818	63.65	20876	21657	39225	35493	1918	2003004	Specialized	Host-associated	Environmental
NC_002944	Mycobacterium avium subsp. paratuberculosis K-10	262316	PRJNA57699	57699	Actinobacteria	Actinobacteria	314393	293528	511694	357591	20274	27919	73141	200802	18320	21122	223470	220618	281044	264621	457054	325917	18182	24946	62841	181139	17158	18544	200342	199810	69.3	34406	34167	75743	75281	4350	4829781	Multiple	Host-associated	Host-associated
NC_014117	Burkholderia sp. CCGE1002	640511	PRJNA42523	42523	Proteobacteria	Betaproteobacteria	271589	239610	368626	274479	26113	37396	57157	123231	15960	25740	164866	138589	185250	165042	250041	197178	19558	25233	35203	87528	12378	15384	109716	102495	64.1	55301	55222	99765	95295	3117	3518940	NA	NA	NA
NC_012469	Streptococcus pneumoniae Taiwan19F-14	487213	PRJNA59119	59119	Firmicutes	Bacilli	280866	203971	237542	159522	70642	93275	43528	45508	55165	78069	25161	34876	80906	57939	60539	46131	21092	23685	9140	16202	14442	21207	5232	12283	39.77	84500	83817	59908	50626	2044	2112148	Multiple	Host-associated	Host-associated
NC_015737	Clostridium sp. SY8519	1042156	PRJNA68705	68705	Firmicutes	Clostridia	413209	294865	401978	237914	79685	94625	68166	126200	63783	44746	131756	91495	78304	59997	70344	50408	14218	16648	9378	27088	9719	10669	18916	25724	50.74	59664	51435	62614	50659	2613	2835737	NA	NA	Host-associated
NC_015500	Treponema brennaborense DSM 12168	906968	PRJNA66607	66607	Spirochaetes	Spirochaetia	293947	253653	312683	215530	62104	76073	36581	91425	33925	55311	111136	83095	199538	156672	192761	143469	46532	39408	18539	67569	27977	24844	67801	58548	51.47	41488	45478	47373	44307	2532	3055580	NA	Host-associated	Host-associated
NC_009707	Campylobacter jejuni subsp. doylei 269.97	360109	PRJNA58671	58671	Proteobacteria	delta/epsilon subdivisions	211364	140399	143978	83697	75195	91836	17103	13071	28951	50732	9649	8954	148350	97858	91643	58942	53564	59150	7501	13901	20882	31512	4906	9225	30.57	86232	86736	41373	34081	1731	1845106	Multiple	Host-associated	Host-associated
NC_009438	Shewanella putrefaciens CN-32	319224	PRJNA58267	58267	Proteobacteria	Gammaproteobacteria	404072	318813	407077	283569	106816	156706	58302	73796	66369	112071	76964	79079	344140	253121	310983	237753	93921	113939	35666	73761	60603	74219	50408	82589	44.45	110361	119497	98007	85890	3972	4659220	Multiple	Environmental	Environmental
NC_012913	Aggregatibacter aphrophilus NJ8700	634176	PRJNA59407	59407	Proteobacteria	Gammaproteobacteria	207155	157004	185394	130356	64033	80207	24873	34065	27134	45155	39135	36794	185906	134533	155695	115647	59538	62652	15143	36121	27256	35587	26678	39215	42.23	54010	56594	41739	37838	2219	2313035	HostAssociated	Host-associated	Host-associated
