acc	quantile	meanTaiLe	ATle1	GCle1	ATle2	GCle2	ATle4	GCle4	meanTaiLa	ATla1	GCla1	ATla2	GCla2	ATla4	GCla4
NC_011742	2	0.29824966	0.076730326	0.16863285	-0.22745496	-0.30723256	-0.18881835	0.17979217	0.30131134	0.07524353	0.1356502	-0.20059803	-0.38847268	-0.13956974	0.051411737
NC_011742	3	0.3127713	0.09758611	0.17705555	-0.18435277	-0.34283206	-0.22136283	0.1757894	0.31596035	0.10086637	0.14819516	-0.16520669	-0.41645992	-0.17787346	0.058820922
NC_011742	4	0.32816416	0.1430433	0.19024897	-0.13062559	-0.37554663	-0.28640807	0.16002415	0.33067298	0.13789871	0.16236393	-0.10170908	-0.4396721	-0.22428016	0.05174924
NC_011742	5	0.36237782	0.1732969	0.20653057	0.06391214	-0.4524236	-0.44902194	0.12596358	0.3583926	0.17016661	0.19130015	0.03596447	-0.494226	-0.359015	0.037848067
NC_011741	1	0.2503909	0.0732957	0.16655439	-0.23363784	-0.270677	-0.12768538	0.16961558	0.25285077	0.07948974	0.13275431	-0.20532458	-0.36813456	-0.09157161	0.02954855
NC_011741	2	0.28168693	0.08287854	0.1700853	-0.228607	-0.3066319	-0.1832793	0.18383871	0.28358328	0.06475703	0.13885228	-0.21045516	-0.39070168	-0.13618286	0.06171028
NC_011741	3	0.3000076	0.103645064	0.17586611	-0.18567248	-0.35299477	-0.23313819	0.17529474	0.30136064	0.11109128	0.14833629	-0.1718191	-0.40493098	-0.18365157	0.05949022
NC_011741	4	0.3186755	0.11451509	0.18565686	-0.1397568	-0.39616382	-0.3094354	0.15819694	0.32091212	0.11482521	0.16155975	-0.12347133	-0.45107234	-0.26056308	0.053279534
NC_011741	5	0.35585165	0.17199762	0.20831126	0.073334605	-0.4658982	-0.4673316	0.12959749	0.35163096	0.16052826	0.19388717	0.03523453	-0.5049284	-0.38268802	0.043830108
NC_011740	1	0.25065297	0.07399492	0.15883324	-0.22284116	-0.2555084	-0.11659392	0.15817042	0.25125134	0.06902474	0.13348243	-0.18892542	-0.32148945	-0.072998	0.036832493
NC_011740	2	0.28108498	0.07901586	0.16897175	-0.22907849	-0.28989536	-0.15938592	0.16415767	0.2816371	0.06826908	0.13733898	-0.2057661	-0.35193378	-0.14315225	0.061657485
NC_011740	3	0.30022594	0.11673436	0.17296882	-0.19071524	-0.3367329	-0.20892939	0.1432684	0.2998073	0.10734016	0.14519599	-0.17669018	-0.3850093	-0.16570188	0.047565263
NC_011740	4	0.31969878	0.11985457	0.1847652	-0.14496613	-0.38228357	-0.2960982	0.15612353	0.31879798	0.12496416	0.16413936	-0.1366774	-0.4239445	-0.23292835	0.05517097
NC_011740	5	0.36002177	0.168757	0.20644927	0.06713883	-0.46468818	-0.4516129	0.12870432	0.35152617	0.1637151	0.18872702	0.009212296	-0.47060424	-0.35710207	0.052680768
NC_015921	1	0.34063226	0.17158931	0.28084108	-0.10156416	0.3944505	-0.35410765	0.019088017	0.34406003	0.19348833	0.09762419	0.027848782	-0.5421687	0.2047886	-0.23196448
NC_015921	2	0.35370362	0.14822626	0.26367968	-0.16460302	0.33045667	-0.35998693	0.0003844675	0.3589472	0.26774356	0.15292484	0.13985628	-0.5367187	0.21485765	-0.28136882
NC_015921	3	0.36094266	0.1333149	0.2692458	-0.17049988	0.34559605	-0.33185613	0.0034843206	0.36907583	0.27149323	0.15788725	0.10338969	-0.50310177	0.20160848	-0.3492908
NC_015921	4	0.3676069	0.13531071	0.28550303	-0.19929537	0.28220612	-0.340459	-0.04640938	0.3768424	0.28219497	0.16797534	0.12393045	-0.5410581	0.22192514	-0.32664233
NC_015921	5	0.38048413	0.099713914	0.28112617	-0.1985742	0.27303183	-0.31253842	-0.0936107	0.391655	0.28211632	0.1638486	0.13123924	-0.57179964	0.20072414	-0.3849287
NC_004459	1	0.22575727	0.072395526	0.1724555	-0.18984106	-0.1036973	-0.16338903	0.12272866	0.2358468	0.09020849	0.10478957	-0.10949248	-0.29387784	-0.09449834	-0.11709129
NC_004459	2	0.24786943	0.10096609	0.16853105	-0.17079629	-0.12415111	-0.18914577	0.08695816	0.25964677	0.10719829	0.106950365	-0.08739532	-0.3060116	-0.12974052	-0.13206501
NC_004459	3	0.2640744	0.12678634	0.16957241	-0.15001039	-0.16118667	-0.2111995	0.080126695	0.27728963	0.1448112	0.1237197	-0.06834866	-0.31002513	-0.15686275	-0.16175964
NC_004459	4	0.28437817	0.14946106	0.18372503	-0.10414432	-0.2076781	-0.24642687	0.07745987	0.29560924	0.16408524	0.14913145	-0.031103771	-0.3647168	-0.1880673	-0.1696339
NC_004459	5	0.32694003	0.1778662	0.2144018	0.0691121	-0.37972292	-0.26384157	0.11776283	0.330468	0.18338017	0.18250483	0.10110011	-0.48887375	-0.19358522	-0.097251035
NC_011748	1	0.27339843	0.0672047	0.1594787	-0.23870498	-0.25049004	-0.12209743	0.17150229	0.27624097	0.059821494	0.12881206	-0.21091178	-0.36805487	-0.08366903	0.04336455
NC_011748	2	0.29886195	0.0770909	0.16858006	-0.22549044	-0.3045615	-0.19065699	0.18528599	0.30062082	0.08176939	0.13001107	-0.19906723	-0.3797996	-0.14626516	0.055244476
NC_011748	3	0.3127995	0.107230864	0.17906883	-0.18209368	-0.35056868	-0.20552441	0.170849	0.31535628	0.100230664	0.15675095	-0.16190925	-0.42121714	-0.17811061	0.06119069
NC_011748	4	0.32847694	0.12699294	0.18801665	-0.12198863	-0.37617946	-0.27580902	0.16272588	0.33040583	0.13625172	0.16198139	-0.115184255	-0.43396032	-0.23124902	0.06323349
NC_011748	5	0.36251056	0.17307428	0.20679834	0.06749085	-0.45809156	-0.45540455	0.12964818	0.3583028	0.17062208	0.19165334	0.0389358	-0.49452317	-0.3655695	0.032216407
NC_011745	1	0.26962492	0.049754642	0.16492245	-0.24940206	-0.26079395	-0.15002146	0.18907322	0.27205452	0.03490773	0.12754759	-0.19845182	-0.3739878	-0.09243535	0.04047191
NC_011745	2	0.29314768	0.0848754	0.17585777	-0.21727116	-0.28917846	-0.17940632	0.19938014	0.29534134	0.09091202	0.14285938	-0.18624058	-0.37727287	-0.121673614	0.055109948
NC_011745	3	0.30692646	0.10501589	0.17624523	-0.18531042	-0.33478987	-0.20614211	0.17821969	0.3088426	0.10811072	0.14917561	-0.14724013	-0.40459326	-0.16016708	0.05616595
NC_011745	4	0.3224435	0.14011608	0.1909439	-0.12132008	-0.37612388	-0.27828074	0.1651156	0.32388732	0.13178402	0.16367567	-0.11393562	-0.4394672	-0.21736762	0.0637003
NC_011745	5	0.35489273	0.17423183	0.20726584	0.050583847	-0.44422817	-0.44376874	0.13847229	0.3502808	0.17459503	0.18886028	0.033126764	-0.4854178	-0.35040078	0.039137453
NC_012704	1	0.4066367	0.07847161	0.16736047	-0.21818934	-0.33042228	-0.15328287	-0.008802079	0.40065175	0.08191157	0.10239976	-0.1606969	-0.44146687	-0.057250902	-0.11211437
NC_012704	2	0.444989	0.09284876	0.15627381	-0.20810263	-0.31654677	-0.18286555	-0.019208657	0.43951696	0.10299717	0.10602669	-0.2238806	-0.40234554	-0.12648773	-0.10342349
NC_012704	3	0.4665897	0.08422822	0.16700368	-0.26593706	-0.28904864	-0.24384344	-0.006232124	0.459347	0.101141624	0.11266339	-0.18612717	-0.3832208	-0.15010247	-0.08721685
NC_012704	4	0.48692316	0.11685744	0.16186866	-0.25147906	-0.22974691	-0.31715652	-0.016236642	0.48042387	0.10286825	0.11936503	-0.19792567	-0.3675374	-0.19653589	-0.090956904
NC_012704	5	0.5105615	0.1244179	0.17772745	-0.22204632	-0.21902971	-0.39649978	-0.06427239	0.5051826	0.102623336	0.13824908	-0.1553908	-0.34071204	-0.23714219	-0.13883694
NC_015501	1	0.400936	0.12004272	0.1379474	-0.2859603	-0.15731573	-0.033097655	-0.10422381	0.40813646	0.10498673	0.10604791	-0.280408	-0.22010697	0.035039585	-0.17660819
NC_015501	2	0.4371894	0.103202716	0.1371306	-0.3918321	-0.15225306	-0.069143616	-0.114249885	0.44253352	0.11849243	0.10194415	-0.3553377	-0.22697327	0.011181586	-0.21577528
NC_015501	3	0.45754164	0.13573822	0.12431766	-0.41613317	-0.14915074	-0.09655061	-0.16012014	0.46038267	0.12896195	0.11157949	-0.38811457	-0.19799106	-0.022871217	-0.22376738
NC_015501	4	0.47826385	0.1508445	0.12594119	-0.4770497	-0.1250605	-0.14208595	-0.20443931	0.47937644	0.15917094	0.11449884	-0.38880157	-0.17278874	-0.047932435	-0.2943336
NC_015501	5	0.5059376	0.19583727	0.13896556	-0.4945055	-0.08334381	-0.1926793	-0.32594198	0.5046782	0.18273018	0.12306009	-0.4108963	-0.12158006	-0.12979592	-0.35799074
NC_015500	1	0.43387258	0.11332281	0.20125294	-0.16747026	-0.27548373	-0.11911999	0.14436539	0.44452444	0.141702	0.16221705	-0.056094315	-0.44238544	0.03982777	0.07874282
NC_015500	2	0.47733927	0.08361286	0.1872284	-0.12855014	-0.42364773	-0.277091	0.11532749	0.48858052	0.11878824	0.13694881	0.051297747	-0.55936563	0.047397677	0.08101255
NC_015500	3	0.49127564	0.06494794	0.17910956	-0.103551924	-0.44311035	-0.27973518	0.14883092	0.50060225	0.1171489	0.14985587	0.10323154	-0.59316385	0.048871048	0.07260902
NC_015500	4	0.50076187	0.07739272	0.17689322	-0.038079757	-0.45952988	-0.29123932	0.13293381	0.5101939	0.12193127	0.14280154	0.15615034	-0.5974634	0.058674622	0.06711713
NC_015500	5	0.51375294	0.032183908	0.18286014	-0.04836397	-0.47379565	-0.25272444	0.17223148	0.52318287	0.10276564	0.14577694	0.21091706	-0.6044476	0.10658658	0.07248287
NC_004463	1	0.49025854	0.043080375	0.15314804	-0.24510175	-0.30383536	-0.11506216	-0.071978696	0.48953676	0.050991908	0.13323991	-0.19617873	-0.34591493	-0.07131023	-0.09929247
NC_004463	2	0.5141446	0.03916872	0.15833028	-0.33367512	-0.3176157	-0.15876889	-0.091705345	0.5149223	0.051343992	0.13711976	-0.26993218	-0.35417196	-0.05036253	-0.13054073
NC_004463	3	0.5244027	0.048145313	0.15721941	-0.36840397	-0.30393383	-0.19598357	-0.104689054	0.52537215	0.06196258	0.14164497	-0.30958402	-0.34664047	-0.029582838	-0.14481643
NC_004463	4	0.5326295	0.052603178	0.15277334	-0.36534145	-0.2928472	-0.2268503	-0.1031261	0.5332632	0.068757825	0.1366463	-0.262802	-0.31935388	-0.058367405	-0.13340625
NC_004463	5	0.54395604	0.081766	0.13313325	-0.3262659	-0.25338832	-0.20618819	-0.06975735	0.54388005	0.086874716	0.12628555	-0.2522187	-0.2865766	-0.033079848	-0.104396164
NC_004461	1	0.24553683	0.095011555	0.17967325	-0.14190646	-0.16649939	-0.044267766	0.101399794	0.24583459	0.095844425	0.09945909	-0.15301926	-0.34121528	-0.050392505	-0.106884055
NC_004461	2	0.27351612	0.17970574	0.20380639	-0.08727174	-0.119473815	-0.053324003	0.14057638	0.27233127	0.11908856	0.12601125	-0.11837218	-0.37692782	-0.07751278	-0.16139658
NC_004461	3	0.28803077	0.21712084	0.20600718	-0.055621058	-0.15260379	-0.050306898	0.1092883	0.28669885	0.18361099	0.13874243	-0.09205585	-0.37098008	-0.06978614	-0.1524801
NC_004461	4	0.3033297	0.25690055	0.2097363	-0.02157378	-0.19033723	-0.050002918	0.08293839	0.30279556	0.2892553	0.13738762	-0.02081537	-0.3829593	-0.07513805	-0.16613823
NC_004461	5	0.3379474	0.27895513	0.22835682	0.054822497	-0.38170213	-0.08434976	0.04626477	0.33323064	0.29868495	0.16216508	0.018965933	-0.4659152	-0.07497674	-0.20667003
NC_010622	1	0.29376695	0.06610565	0.13684046	-0.22901165	-0.3147157	-0.10772274	0.07048014	0.29713416	0.051395062	0.11167938	-0.20177571	-0.35115576	-0.073094495	0.02423116
NC_010622	2	0.32964587	0.065207906	0.1198429	-0.24409828	-0.35308307	-0.17464115	0.09474339	0.32953203	0.04808172	0.10985081	-0.18849902	-0.3909413	-0.08168643	0.048491012
NC_010622	3	0.34337395	0.054747812	0.13237154	-0.1899181	-0.3733796	-0.15899754	0.09830872	0.34320807	0.063311994	0.112121746	-0.1300051	-0.40677038	-0.12141119	0.05361367
NC_010622	4	0.35515672	0.051024128	0.14654377	-0.14839847	-0.3911088	-0.18548478	0.10258335	0.35477284	0.059284348	0.124660954	-0.11014335	-0.4396248	-0.09789414	0.049744677
NC_010622	5	0.3755866	0.086484835	0.16960004	-0.008119519	-0.41347605	-0.24590847	0.11543008	0.37247863	0.07058684	0.15065844	-0.012169436	-0.4462198	-0.10329444	0.058308512
NC_010628	1	0.18569496	0.10811731	0.16071023	-0.11478117	-0.21065956	-0.10046632	-0.078945234	0.18544066	0.11242848	0.16084917	-0.12239214	-0.19384511	-0.09676598	-0.08820681
NC_010628	2	0.20051739	0.12808648	0.13743891	-0.10151752	-0.21607897	-0.09252081	-0.11732929	0.2011652	0.11837292	0.14192228	-0.10339619	-0.20847009	-0.08142351	-0.08912501
NC_010628	3	0.20856734	0.14069906	0.1374613	-0.09373933	-0.2086554	-0.088461265	-0.12751216	0.20914042	0.13115112	0.14023302	-0.08925902	-0.211374	-0.077608	-0.11658449
NC_010628	4	0.21623175	0.14598636	0.13984169	-0.079694405	-0.22441296	-0.072826	-0.12846074	0.21689843	0.15742178	0.14249386	-0.08697639	-0.23382978	-0.07502575	-0.1350964
NC_010628	5	0.23103489	0.16022615	0.1471044	-0.05584286	-0.2462055	-0.05449245	-0.1471575	0.23157954	0.15194558	0.14745468	-0.050368425	-0.25543752	-0.055935506	-0.15371644
NC_007651	1	0.37301767	0.049627308	0.1480696	-0.24620442	-0.3330499	-0.082910016	0.07744231	0.3710919	0.08329042	0.09041567	-0.13900511	-0.37072286	0.014464534	0.025541162
NC_007651	2	0.41981548	0.033182487	0.12233522	-0.307678	-0.36403063	-0.12872504	0.09690917	0.42082375	0.046827406	0.09368747	-0.20813732	-0.40403426	0.01627251	0.046997536
NC_007651	3	0.43679267	0.04237061	0.121483296	-0.2816436	-0.3776962	-0.1324292	0.085134186	0.437193	0.038916852	0.10088554	-0.18082018	-0.40600237	-0.010536879	0.050359476
NC_007651	4	0.450251	0.028543543	0.13569239	-0.26603445	-0.38196543	-0.19527419	0.084275655	0.44962588	0.04388583	0.11778991	-0.17169861	-0.4146894	-0.02904803	0.052634872
NC_007651	5	0.4706741	0.043835253	0.15810974	-0.11718546	-0.40241584	-0.25665143	0.08384841	0.4693553	0.03991518	0.13484891	-0.09855657	-0.45332336	0.026355421	0.03729393
NC_000918	1	0.36893368	0.11692203	0.24123798	0.23951694	-0.067637876	-0.12965532	-0.09345398	0.3730875	0.1504405	0.2636819	0.24699338	-0.071592264	-0.101326376	-0.10334914
NC_000918	2	0.38551766	0.113675706	0.24966377	0.30384356	-0.09153398	-0.10111188	-0.14181584	0.38936928	0.14850041	0.25151283	0.30508015	-0.07741666	-0.06806189	-0.12900738
NC_000918	3	0.39532498	0.15001851	0.2559446	0.29927716	-0.08491698	-0.06949429	-0.14039883	0.3976675	0.15727615	0.2489596	0.35487565	-0.097965285	-0.048314795	-0.1520246
NC_000918	4	0.40514195	0.12442907	0.24904938	0.3014788	-0.13121338	-0.06841928	-0.15276596	0.40627372	0.15544432	0.2490062	0.35246405	-0.094721355	-0.037906136	-0.15111849
NC_000918	5	0.4219684	0.15956812	0.26102555	0.37440965	-0.102315605	-0.0059015057	-0.17682393	0.42357993	0.148668	0.24496134	0.3337468	-0.12679252	-0.00554371	-0.18719211
NC_000919	1	0.63168794	-0.012112274	0.18639489	-0.32960522	-0.060438342	-0.22697224	0.295607	0.64593774	0.016922854	0.08058266	-0.21193455	-0.34239593	-0.06512409	-0.057814248
NC_000919	2	0.6552038	0.0036937033	0.17683542	-0.35734418	-0.04234808	-0.24634299	0.29499206	0.66809916	0.04080143	0.073828064	-0.14280827	-0.3504957	-0.04243192	-0.09129625
NC_000919	3	0.668052	0.014285109	0.18114115	-0.3598953	-0.04074103	-0.25224262	0.28076923	0.6805574	0.07115538	0.0724273	-0.1313376	-0.299699	-0.05686032	-0.035834685
NC_000919	4	0.6808849	0.015821418	0.16404755	-0.3577672	-0.045658484	-0.20100941	0.3159965	0.69294274	0.07556184	0.07827027	-0.12748444	-0.3116477	-0.06574975	-0.049074072
NC_000919	5	0.70599544	0.054941583	0.14757575	-0.26592463	-0.043665558	-0.19351381	0.27328524	0.71434253	0.07780523	0.0762314	-0.07802093	-0.29380453	0.01838308	-0.054554433
NC_000916	1	0.33533928	0.12582144	0.27314612	0.08707545	0.034743086	-0.012835473	-0.21641943	0.33594754	0.13297464	0.2803552	0.11566699	-0.015308548	-0.11611983	-0.26543826
NC_000916	2	0.35432735	0.091798514	0.2566362	0.11540021	-0.024465006	0.009950627	-0.22471187	0.35532978	0.10621639	0.26062366	0.13213399	-0.039314095	-0.067638084	-0.2692796
NC_000916	3	0.36565626	0.08114624	0.25287318	0.14220989	-0.05306678	0.068987034	-0.23856531	0.36578164	0.09206361	0.25564018	0.166026	-0.09561319	-0.024239672	-0.2777134
NC_000916	4	0.37555146	0.089678615	0.25239104	0.21056308	-0.063839875	0.08423382	-0.26385462	0.37613088	0.100705035	0.2461433	0.17577238	-0.1365024	0.018375408	-0.28897545
NC_000916	5	0.39500472	0.092671305	0.21313645	0.20514631	-0.16560876	0.1802082	-0.27501318	0.3992178	0.1040139	0.2019085	0.18345487	-0.23818092	0.1427433	-0.31399482
NC_000917	1	0.6452662	0.050655503	0.25118217	0.06493333	-0.18729714	-0.1146678	-0.015304799	0.64529335	0.042122375	0.24741434	0.07345725	-0.1696735	-0.11976696	-0.04492093
NC_000917	2	0.6777756	0.0718015	0.2823737	0.17440277	-0.093588926	-0.14990234	-0.0316996	0.6768312	0.07014022	0.28540543	0.1998685	-0.104170546	-0.14944549	-0.02766279
NC_000917	3	0.69283456	0.12185966	0.31643823	0.2326555	-0.024117468	-0.1605575	0.0034283146	0.69323045	0.11943053	0.31860954	0.2502714	-0.037627343	-0.15042782	-0.0044780825
NC_000917	4	0.7054461	0.13152537	0.311064	0.26954898	-0.029123455	-0.13942246	0.004527885	0.7071482	0.13590167	0.32159957	0.3003169	-0.0035056968	-0.16689712	0.007028754
NC_000917	5	0.72756714	0.16206144	0.32080182	0.30347502	0.022006264	-0.11073004	0.031034252	0.73203474	0.16747075	0.33879557	0.34546104	0.063255906	-0.120811984	0.025462387
NC_000915	1	0.342672	0.07334028	0.24326213	-0.20505828	-0.1284434	-0.47859836	0.21643463	0.3502577	0.052741844	0.232872	-0.17620885	-0.19933455	-0.43761468	0.13217695
NC_000915	2	0.36023045	0.17837274	0.24047492	-0.09367127	-0.09200864	-0.47070706	0.15273514	0.36741078	0.1785501	0.20982707	-0.09811714	-0.2504198	-0.42157707	0.0022418879
NC_000915	3	0.37105647	0.22364458	0.22957627	-0.015698075	-0.12202357	-0.41172883	0.055967383	0.37719062	0.20701845	0.1815353	-0.04203798	-0.2533389	-0.43952498	-0.0711911
NC_000915	4	0.38044602	0.2299253	0.21794571	-0.0052132555	-0.13224074	-0.4135655	0.0077381483	0.38695773	0.24784411	0.17101282	0.030471427	-0.23897861	-0.41895774	-0.14566877
NC_000915	5	0.40041897	0.27867267	0.19969949	0.087628245	-0.17583562	-0.37649453	-0.13210568	0.4056453	0.279606	0.1608266	0.091389276	-0.2473398	-0.38246042	-0.22912532
NC_000912	1	0.31705981	0.14014484	0.14307642	-0.17260055	-0.18039216	-0.25063518	-0.06611334	0.3182282	0.18463811	0.119000845	-0.1426731	-0.24987014	-0.22829965	-0.09327775
NC_000912	2	0.32659367	0.18707223	0.12393476	-0.118112154	-0.18988083	-0.26127526	-0.13084553	0.32661685	0.19122256	0.11944244	-0.096841015	-0.21139297	-0.24911928	-0.18504128
NC_000912	3	0.33148056	0.21148628	0.13279057	-0.09732164	-0.173563	-0.263534	-0.17741524	0.33290443	0.21624629	0.12654363	-0.040477425	-0.24341801	-0.18215223	-0.19669226
NC_000912	4	0.33733577	0.22585914	0.13656476	-0.08077587	-0.21050376	-0.2672349	-0.19416873	0.33965683	0.26990673	0.13388889	-0.001987084	-0.22737506	-0.26239768	-0.31077892
NC_000912	5	0.3489345	0.30016533	0.118223526	0.04926254	-0.18247822	-0.25782338	-0.24762282	0.35160416	0.25965518	0.1598916	0.10573123	-0.22232063	-0.20198676	-0.21418826
NC_000913	1	0.25617608	0.0725963	0.16103593	-0.23420984	-0.27015358	-0.13211776	0.1695246	0.25995725	0.06850244	0.1313662	-0.1973808	-0.37058195	-0.08986277	0.048274197
NC_000913	2	0.28724638	0.06747574	0.16961844	-0.23841746	-0.3185534	-0.1870293	0.18306507	0.28961286	0.06406778	0.1428792	-0.20808676	-0.40042403	-0.14549199	0.054434124
NC_000913	3	0.3063432	0.09751803	0.1738604	-0.17855911	-0.34875736	-0.24816786	0.16504508	0.30676714	0.106132805	0.14953703	-0.16685934	-0.41540518	-0.18570691	0.05586565
NC_000913	4	0.32549688	0.11439611	0.18667226	-0.12707122	-0.41424483	-0.32270333	0.1622106	0.32611218	0.12184077	0.16490547	-0.11551844	-0.44530332	-0.2573637	0.04807609
NC_000913	5	0.36365032	0.17429073	0.20826338	0.09039684	-0.465782	-0.47109938	0.12435996	0.35730615	0.1664542	0.19035834	0.039232455	-0.5010184	-0.38788828	0.04281548
NC_000911	1	0.3541651	0.14375682	0.16044566	-0.10015448	-0.15925466	-0.121368125	-0.16238676	0.35710755	0.14272232	0.17078237	-0.10673278	-0.14160416	-0.13040401	-0.15246686
NC_000911	2	0.383932	0.12608095	0.14579059	-0.1443722	-0.1694271	-0.20580089	-0.16742499	0.38643965	0.1234063	0.14983268	-0.13780689	-0.18024358	-0.2014972	-0.17842846
NC_000911	3	0.39804658	0.12707774	0.1584833	-0.1504924	-0.22226529	-0.20861262	-0.16844043	0.399501	0.12912735	0.14615743	-0.13419122	-0.22052975	-0.22647521	-0.17521867
NC_000911	4	0.4109797	0.09118613	0.15524158	-0.13788742	-0.22886531	-0.23034889	-0.1832843	0.41117546	0.10826303	0.1596718	-0.13459626	-0.26240253	-0.24334043	-0.19355352
NC_000911	5	0.43010625	0.0749907	0.16793858	-0.115299575	-0.29311845	-0.24651684	-0.19673605	0.43017915	0.074760236	0.16506682	-0.12611732	-0.28290048	-0.2635989	-0.199614
NC_003997	1	0.25162208	0.066416726	0.24033405	-0.12991585	-0.03182461	0.058928058	0.4171666	0.25244924	0.02128751	0.09780619	-0.11596684	-0.44872305	-0.049532596	-0.1470483
NC_003997	2	0.28278056	0.14130893	0.2375941	-0.08033252	-0.00308841	0.093746394	0.44024444	0.28115717	0.11905492	0.09694959	-0.07416567	-0.4561802	-0.021975815	-0.119864255
NC_003997	3	0.3017722	0.17318912	0.24408385	-0.04348251	-0.017005874	0.10517165	0.44283986	0.29937693	0.1444898	0.13695478	-0.03942177	-0.41444558	-0.0035067766	-0.10683634
NC_003997	4	0.32481357	0.20214902	0.24064544	-0.007877293	-0.07654683	0.10881633	0.45750904	0.3180305	0.16857517	0.14801835	0.00967991	-0.45845217	0.009288943	-0.08884529
NC_003997	5	0.36824706	0.23696077	0.23691489	0.08093585	-0.28305873	0.07613421	0.3834119	0.36092535	0.22997013	0.18260516	0.1099863	-0.4993938	-0.0018040258	-0.074518204
NC_010634	1	0.23568314	0.070355855	0.15568781	-0.26529738	-0.149296	-0.15601638	0.11989702	0.24112894	0.08902754	0.10920093	-0.21402904	-0.2833372	-0.07372901	-0.0030804574
NC_010634	2	0.25939777	0.08918793	0.16334246	-0.2725248	-0.17220345	-0.18558384	0.1295699	0.26588795	0.10565783	0.11505066	-0.19897223	-0.30680948	-0.10827745	-0.026718065
NC_010634	3	0.27315637	0.09675961	0.17695494	-0.26713237	-0.21254113	-0.22411038	0.10345399	0.27888492	0.113205664	0.13677856	-0.2041596	-0.3143384	-0.123585686	-0.053885385
NC_010634	4	0.28769848	0.12857756	0.1912286	-0.24263404	-0.23917775	-0.24260588	0.07752274	0.293272	0.14268896	0.15225753	-0.16603774	-0.31369755	-0.1661008	-0.06764323
NC_010634	5	0.32145107	0.17286372	0.21512906	-0.10774732	-0.2688363	-0.37129462	0.040675797	0.32191086	0.17758842	0.19297467	-0.09352145	-0.35641927	-0.25863746	-0.08696389
NC_000909	1	0.32347703	0.1478817	0.35612768	-0.10406583	0.29941127	-0.01954338	0.12074554	0.32248384	0.11106368	0.33294266	-0.13655387	0.25307125	-0.002953725	0.06616257
NC_000909	2	0.34046263	0.19036151	0.35271338	-0.063225426	0.24736433	0.017079968	0.00072254334	0.34103	0.19014677	0.3654749	-0.05628048	0.2239147	0.019799478	-0.034454804
NC_000909	3	0.35045245	0.22332366	0.36155462	-0.019915136	0.17675233	0.066060856	-0.044067796	0.35186985	0.23330255	0.37069786	0.0034716616	0.21091934	0.050399162	-0.086142324
NC_000909	4	0.36129496	0.23256591	0.37283865	0.029700095	0.17218322	0.07131012	-0.05644546	0.36315945	0.23305841	0.36428532	0.048109043	0.14946827	0.058761884	-0.08308479
NC_000909	5	0.38656396	0.23836999	0.3425375	0.117665276	0.040255446	0.1485824	-0.13333334	0.3872806	0.24850067	0.3628415	0.16513905	0.09796913	0.122088656	-0.17341772
NC_008322	1	0.25417295	0.043609023	0.15227847	-0.26226595	-0.08228555	-0.18682674	0.034183	0.26783836	0.09137412	0.08950952	-0.17479944	-0.25784114	-0.048069518	-0.17056568
NC_008322	2	0.27677134	0.097084634	0.15817595	-0.25501823	-0.081228115	-0.21433297	-0.011684279	0.29137197	0.12861075	0.109865665	-0.14147869	-0.27458853	-0.09507008	-0.217524
NC_008322	3	0.29258847	0.116195805	0.16794392	-0.21343859	-0.13501608	-0.25638765	-0.034256436	0.3068145	0.16673079	0.11612296	-0.10846258	-0.30249268	-0.123046875	-0.2622019
NC_008322	4	0.31354746	0.15466927	0.18695444	-0.16841684	-0.19922675	-0.31676158	-0.08425778	0.3236694	0.16979712	0.15705125	-0.08964854	-0.3568075	-0.16655667	-0.27744523
NC_008322	5	0.35398412	0.18047822	0.21570173	0.018758504	-0.36168495	-0.3679544	-0.072269835	0.35761565	0.20260027	0.19232498	0.005845942	-0.4788999	-0.24691208	-0.28629658
NC_008321	1	0.24456288	0.035199247	0.1480751	-0.2711739	-0.087207824	-0.1873113	0.042619076	0.2576995	0.07275483	0.08814725	-0.18079573	-0.2686252	-0.042556927	-0.17417687
NC_008321	2	0.2655329	0.08552081	0.15827605	-0.248719	-0.08019038	-0.2217404	-0.0060072993	0.2805296	0.13097893	0.10675292	-0.13900024	-0.2710162	-0.09290515	-0.2189746
NC_008321	3	0.28100288	0.12048638	0.1681669	-0.21680711	-0.12817141	-0.26263675	-0.04152751	0.29486504	0.17013846	0.118039794	-0.11368214	-0.30858058	-0.12265815	-0.25808626
NC_008321	4	0.30110213	0.1533386	0.18430306	-0.16338451	-0.18664807	-0.32166496	-0.08542757	0.3113677	0.17671756	0.16163109	-0.09316464	-0.3693831	-0.16809745	-0.28806058
NC_008321	5	0.33968973	0.18052949	0.21876726	0.0043974197	-0.35375458	-0.38810456	-0.06541632	0.3438925	0.19966969	0.19198808	0.018613433	-0.47460416	-0.24465476	-0.28176945
NC_016510	1	0.20692495	0.15068015	0.1850834	-0.13467656	-0.16877104	-0.07323706	-0.0475382	0.20731124	0.15410738	0.16719575	-0.13447751	-0.35479042	-0.06597473	-0.2012247
NC_016510	2	0.2241764	0.1820585	0.17185292	-0.10786431	-0.23066235	-0.044065572	-0.11392097	0.2242997	0.19334465	0.17269437	-0.073886864	-0.3595011	-0.05111288	-0.25364345
NC_016510	3	0.23391242	0.20901567	0.19555923	-0.056806996	-0.24699399	-0.0048682704	-0.121296816	0.23447019	0.2063643	0.18863548	-0.04014136	-0.3739993	-0.02791713	-0.2501064
