"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"PLIPA2A141pp"	"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)"	"[p] : h2o + pa141 --> 1tdec7eg3p + h + ttdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2A160pp"	"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)"	"[p] : h2o + pa160 --> 1hdecg3p + h + hdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2A161pp"	"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)"	"[p] : h2o + pa161 --> 1hdec9eg3p + h + hdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2A180pp"	"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)"	"[p] : h2o + pa180 --> 1odecg3p + h + ocdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2A181pp"	"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)"	"[p] : h2o + pa181 --> 1odec11eg3p + h + ocdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E120pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)"	"[p] : h2o + pe120 --> 1agpe120 + ddca + h"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E140pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)"	"[p] : h2o + pe140 --> 1agpe140 + h + ttdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E141pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)"	"[p] : h2o + pe141 --> 1agpe141 + h + ttdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E160pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)"	"[p] : h2o + pe160 --> 1agpe160 + h + hdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E161pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)"	"[p] : h2o + pe161 --> 1agpe161 + h + hdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E180pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)"	"[p] : h2o + pe180 --> 1agpe180 + h + ocdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2E181pp"	"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)"	"[p] : h2o + pe181 --> 1agpe181 + h + ocdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G120pp"	"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)"	"[p] : h2o + pg120 --> 1agpg120 + ddca + h"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G140pp"	"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)"	"[p] : h2o + pg140 --> 1agpg140 + h + ttdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G141pp"	"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)"	"[p] : h2o + pg141 --> 1agpg141 + h + ttdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G160pp"	"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)"	"[p] : h2o + pg160 --> 1agpg160 + h + hdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G161pp"	"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)"	"[p] : h2o + pg161 --> 1agpg161 + h + hdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G180pp"	"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)"	"[p] : h2o + pg180 --> 1agpg180 + h + ocdca"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PLIPA2G181pp"	"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)"	"[p] : h2o + pg181 --> 1agpg181 + h + ocdcea"	"Irreversible"	"p"	0	1000	0	"b3821"	"Glycerophospholipid Metabolism"
"PMANM"	"phosphomannomutase"	"[c] : man1p <==> man6p"	"Reversible"	"c"	-1000	1000	0	"b2048"	"Alternate Carbon Metabolism"
"PMDPHT"	"pyrimidine phosphatase"	"[c] : 5aprbu + h2o --> 4r5au + pi"	"Irreversible"	"c"	0	1000	0	""	"Cofactor and Prosthetic Group Biosynthesis"
"PMEACPE"	"Pimeloyl-[ACP] methyl ester esterase"	"[c] : h2o + pmeACP --> meoh + pimACP"	"Irreversible"	"c"	0	1000	0	"b3412"	"Cofactor and Prosthetic Group Biosynthesis"
"PMPK"	"phosphomethylpyrimidine kinase"	"[c] : 4ampm + atp --> 2mahmp + adp"	"Irreversible"	"c"	0	1000	0	"b2103"	"Cofactor and Prosthetic Group Biosynthesis"
"PNTK"	"pantothenate kinase"	"[c] : atp + pnto_DASH_R --> 4ppan + adp + h"	"Irreversible"	"c"	0	1000	0	"b3974"	"Cofactor and Prosthetic Group Biosynthesis"
"PNTOt4pp"	"Pantothenate sodium symporter (periplasm)"	"na1[p] + pnto_DASH_R[p] --> na1[c] + pnto_DASH_R[c]"	"Irreversible"	"c, p"	0	1000	0	"b3258"	"Transport, Inner Membrane"
"PNTOtex"	"Pantothenate transport via diffusion (extracellular to periplasm)"	"pnto_DASH_R[e] <==> pnto_DASH_R[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"POAACR"	"peroxyaminoacrylate reductase"	"[c] : nadh + poaac --> 3amac + h2o + nad"	"Irreversible"	"c"	0	1000	0	"b1010"	"Nucleotide Salvage Pathway"
"POR5"	"pyruvate synthase"	"[c] : coa + (2) flxso + pyr <==> accoa + co2 + (2) flxr + h"	"Reversible"	"c"	-1000	1000	0	"((b0684 and b1378) or (b2895 and b1378))"	"Pyruvate Metabolism"
"POX"	"pyruvate oxidase"	"[c] : h2o + pyr + q8 --> ac + co2 + q8h2"	"Irreversible"	"c"	0	1000	0	"b0871"	"Oxidative Phosphorylation"
"PPA"	"inorganic diphosphatase"	"[c] : h2o + ppi --> h + (2) pi"	"Irreversible"	"c"	0	1000	0	"(b2744 or b4226 or b2502)"	"Anaplerotic Reactions"
"PPA2"	"inorganic triphosphatase"	"[c] : h2o + pppi --> h + pi + ppi"	"Irreversible"	"c"	0	1000	0	"(b2502 or b2744)"	"Anaplerotic Reactions"
"PPAKr"	"Propionate kinase"	"[c] : adp + ppap <==> atp + ppa"	"Reversible"	"c"	-1000	1000	0	"b3115"	"Alternate Carbon Metabolism"
"PPALtex"	"propanal transport via diffusion (extracellular to periplasm)"	"ppal[e] <==> ppal[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"PPALtpp"	"propanal transport via channel (periplasm)"	"ppal[c] <==> ppal[p]"	"Reversible"	"c, p"	-1000	1000	0	""	"Transport, Inner Membrane"
"PPAt4pp"	"Na+/Propionate symporter (periplasm)"	"na1[p] + ppa[p] --> na1[c] + ppa[c]"	"Irreversible"	"c, p"	0	1000	0	"b1015"	"Transport, Inner Membrane"
"PPAtex"	"propionate transport via diffusion"	"ppa[e] <==> ppa[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b1377 or b0929 or b2215 or b0241)"	"Transport, Outer Membrane Porin"
"PPBNGS"	"porphobilinogen synthase"	"[c] : (2) 5aop --> h + (2) h2o + ppbng"	"Irreversible"	"c"	0	1000	0	"b0369"	"Cofactor and Prosthetic Group Biosynthesis"
"PPC"	"phosphoenolpyruvate carboxylase"	"[c] : co2 + h2o + pep --> h + oaa + pi"	"Irreversible"	"c"	0	1000	0	"b3956"	"Anaplerotic Reactions"
"PPCDC"	"phosphopantothenoylcysteine decarboxylase"	"[c] : 4ppcys + h --> co2 + pan4p"	"Irreversible"	"c"	0	1000	0	"b3639"	"Cofactor and Prosthetic Group Biosynthesis"
"PPCK"	"phosphoenolpyruvate carboxykinase"	"[c] : atp + oaa --> adp + co2 + pep"	"Irreversible"	"c"	0	1000	0	"b3403"	"Anaplerotic Reactions"
"PPCSCT"	"Propanoyl-CoA: succinate CoA-transferase"	"[c] : ppcoa + succ --> ppa + succoa"	"Irreversible"	"c"	0	1000	0	"b2920"	"Alternate Carbon Metabolism"
"PPGPPDP"	"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"	"[c] : h2o + ppgpp --> gdp + ppi"	"Irreversible"	"c"	0	1000	0	"b3650"	"Cofactor and Prosthetic Group Biosynthesis"
"PPK2r"	"polyphosphate kinase"	"[c] : atp + ppi <==> adp + pppi"	"Reversible"	"c"	-1000	1000	0	"b2501"	"Oxidative Phosphorylation"
"PPKr"	"polyphosphate kinase"	"[c] : atp + pi <==> adp + ppi"	"Reversible"	"c"	-1000	1000	0	"b2501"	"Oxidative Phosphorylation"
"PPM"	"phosphopentomutase"	"[c] : r1p <==> r5p"	"Reversible"	"c"	-1000	1000	0	"(b3380 or b4383)"	"Alternate Carbon Metabolism"
"PPM2"	"phosphopentomutase 2 (deoxyribose)"	"[c] : 2dr1p <==> 2dr5p"	"Reversible"	"c"	-1000	1000	0	"b4383"	"Alternate Carbon Metabolism"
"PPNCL2"	"phosphopantothenate-cysteine ligase"	"[c] : 4ppan + ctp + cys_DASH_L --> 4ppcys + cmp + h + ppi"	"Irreversible"	"c"	0	1000	0	"b3639"	"Cofactor and Prosthetic Group Biosynthesis"
"PPND"	"prephenate dehydrogenase"	"[c] : nad + pphn --> 34hpp + co2 + nadh"	"Irreversible"	"c"	0	1000	0	"b2600"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"PPNDH"	"prephenate dehydratase"	"[c] : h + pphn --> co2 + h2o + phpyr"	"Irreversible"	"c"	0	1000	0	"b2599"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"PPPGO"	"protoporphyrinogen oxidase (aerobic)"	"[c] : (1.5) o2 + pppg9 --> (3) h2o + ppp9"	"Irreversible"	"c"	0	1000	0	"b3850"	"Cofactor and Prosthetic Group Biosynthesis"
"PPPGO3"	"protoporphyrinogen oxidase (anaerobic)"	"[c] : (3) fum + pppg9 --> ppp9 + (3) succ"	"Irreversible"	"c"	0	1000	0	"b3850"	"Cofactor and Prosthetic Group Biosynthesis"
"PPPNDO"	"Phenylpropanoate Dioxygenase"	"[c] : h + nadh + o2 + pppn --> cechddd + nad"	"Irreversible"	"c"	0	1000	0	"(b2538 and b2539 and b2540 and b2542)"	"Alternate Carbon Metabolism"
"PPPNt2rpp"	"3-phenylpropionate transport via proton symport, reversible (periplasm)"	"h[p] + pppn[p] <==> h[c] + pppn[c]"	"Reversible"	"c, p"	-1000	1000	0	"b2536"	"Transport, Inner Membrane"
"PPPNtex"	"3-phenylpropionate transport via diffusion (extracellular to periplasm)"	"pppn[e] <==> pppn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"PPS"	"phosphoenolpyruvate synthase"	"[c] : atp + h2o + pyr --> amp + (2) h + pep + pi"	"Irreversible"	"c"	0	1000	0	"b1702"	"Glycolysis/Gluconeogenesis"
"PPTHpp"	"Phosphonate hydrogenase (periplasm)"	"[p] : h2o + ppt --> h2 + pi"	"Irreversible"	"p"	0	1000	0	"b0383"	"Unassigned"
"PPTtex"	"Phosphonate transport via diffusion (extracellular to periplasm)"	"ppt[e] <==> ppt[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"PRAGSr"	"phosphoribosylglycinamide synthase"	"[c] : atp + gly + pram <==> adp + gar + h + pi"	"Reversible"	"c"	-1000	1000	0	"b4005"	"Purine and Pyrimidine Biosynthesis"
"PRAIS"	"phosphoribosylaminoimidazole synthase"	"[c] : atp + fpram --> adp + air + (2) h + pi"	"Irreversible"	"c"	0	1000	0	"b2499"	"Purine and Pyrimidine Biosynthesis"
"PRAIi"	"phosphoribosylanthranilate isomerase (irreversible)"	"[c] : pran --> 2cpr5p"	"Irreversible"	"c"	0	1000	0	"b1262"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"PRAMPC"	"phosphoribosyl-AMP cyclohydrolase"	"[c] : h2o + prbamp --> prfp"	"Irreversible"	"c"	0	1000	0	"b2026"	"Histidine Metabolism"
"PRASCSi"	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"	"[c] : 5aizc + asp_DASH_L + atp --> 25aics + adp + h + pi"	"Irreversible"	"c"	0	1000	0	"b2476"	"Purine and Pyrimidine Biosynthesis"
"PRATPP"	"phosphoribosyl-ATP pyrophosphatase"	"[c] : h2o + prbatp --> h + ppi + prbamp"	"Irreversible"	"c"	0	1000	0	"b2026"	"Histidine Metabolism"
"PRFGS"	"phosphoribosylformylglycinamidine synthase"	"[c] : atp + fgam + gln_DASH_L + h2o --> adp + fpram + glu_DASH_L + h + pi"	"Irreversible"	"c"	0	1000	0	"b2557"	"Purine and Pyrimidine Biosynthesis"
"PRMICI"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase"	"[c] : prfp <==> prlp"	"Reversible"	"c"	-1000	1000	0	"b2024"	"Histidine Metabolism"
"PROD2"	"Proline dehydrogenase"	"[c] : fad + pro_DASH_L --> 1pyr5c + fadh2 + h"	"Irreversible"	"c"	0	1000	0	"b1014"	"Arginine and Proline Metabolism"
"PROGLYabcpp"	"L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)"	"atp[c] + h2o[c] + progly[p] --> adp[c] + h[c] + pi[c] + progly[c]"	"Irreversible"	"c, p"	0	1000	0	"(b3544 and b3543 and b3542 and b3541 and b3540)"	"Transport, Inner Membrane"
"PROGLYtex"	"L-Prolinylglycine transport via diffusion (extracellular to periplasm)"	"progly[e] <==> progly[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"PROTRS"	"Prolyl-tRNA synthetase"	"[c] : atp + pro_DASH_L + trnapro --> amp + ppi + protrna"	"Irreversible"	"c"	0	1000	0	"b0194"	"tRNA Charging"
"PROabcpp"	"L-proline transport via ABC system (periplasm)"	"atp[c] + h2o[c] + pro_DASH_L[p] --> adp[c] + h[c] + pi[c] + pro_DASH_L[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2677 and b2678 and b2679)"	"Transport, Inner Membrane"
"PROt2rpp"	"L-proline reversible transport via proton symport (periplasm)"	"h[p] + pro_DASH_L[p] <==> h[c] + pro_DASH_L[c]"	"Reversible"	"c, p"	-1000	1000	0	"b4111"	"Transport, Inner Membrane"
"PROt4pp"	"Na+/Proline-L symporter (periplasm)"	"na1[p] + pro_DASH_L[p] --> na1[c] + pro_DASH_L[c]"	"Irreversible"	"c, p"	0	1000	0	"b1015"	"Transport, Inner Membrane"
"PROtex"	"L-proline transport via diffusion (extracellular to periplasm)"	"pro_DASH_L[e] <==> pro_DASH_L[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b1377 or b2215 or b0241 or b0929)"	"Transport, Outer Membrane Porin"
"PRPPS"	"phosphoribosylpyrophosphate synthetase"	"[c] : atp + r5p <==> amp + h + prpp"	"Reversible"	"c"	-1000	1000	0	"b1207"	"Histidine Metabolism"
"PSCLYSt2pp"	"psicoselysine transport via proton symport (periplasm)"	"h[p] + psclys[p] --> h[c] + psclys[c]"	"Irreversible"	"c, p"	0	1000	0	"b3370"	"Transport, Inner Membrane"
"PSCLYStex"	"psicoselysine transporter via diffusion (extracellular)"	"psclys[e] <==> psclys[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b1377 or b0241 or b0929)"	"Transport, Outer Membrane Porin"
"PSCVT"	"3-phosphoshikimate 1-carboxyvinyltransferase"	"[c] : pep + skm5p <==> 3psme + pi"	"Reversible"	"c"	-1000	1000	0	"b0908"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"PSD120"	"Phosphatidylserine decarboxylase (n-C12:0)"	"[c] : h + ps120 --> co2 + pe120"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSD140"	"Phosphatidylserine decarboxylase (n-C14:0)"	"[c] : h + ps140 --> co2 + pe140"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSD141"	"Phosphatidylserine decarboxylase (n-C14:1)"	"[c] : h + ps141 --> co2 + pe141"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSD160"	"Phosphatidylserine decarboxylase (n-C16:0)"	"[c] : h + ps160 --> co2 + pe160"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSD161"	"Phosphatidylserine decarboxylase (n-C16:1)"	"[c] : h + ps161 --> co2 + pe161"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSD180"	"Phosphatidylserine decarboxylase (n-C18:0)"	"[c] : h + ps180 --> co2 + pe180"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSD181"	"Phosphatidylserine decarboxylase (n-C18:1)"	"[c] : h + ps181 --> co2 + pe181"	"Irreversible"	"c"	0	1000	0	"b4160"	"Glycerophospholipid Metabolism"
"PSERT"	"phosphoserine transaminase"	"[c] : 3php + glu_DASH_L --> akg + pser_DASH_L"	"Irreversible"	"c"	0	1000	0	"b0907"	"Glycine and Serine Metabolism"
"PSERtex"	"phospho-L-serine transport via diffusion (extracellular to periplasm)"	"pser_DASH_L[e] <==> pser_DASH_L[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"PSP_L"	"phosphoserine phosphatase (L-serine)"	"[c] : h2o + pser_DASH_L --> pi + ser_DASH_L"	"Irreversible"	"c"	0	1000	0	"b4388"	"Glycine and Serine Metabolism"
"PSP_Lpp"	"phospho-L-serine phosphatase (periplasmic)"	"[p] : h2o + pser_DASH_L --> pi + ser_DASH_L"	"Irreversible"	"p"	0	1000	0	"b4055"	"Glycine and Serine Metabolism"
"PSSA120"	"Phosphatidylserine syntase (n-C12:0)"	"[c] : cdpdddecg + ser_DASH_L --> cmp + h + ps120"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PSSA140"	"Phosphatidylserine syntase (n-C14:0)"	"[c] : cdpdtdecg + ser_DASH_L --> cmp + h + ps140"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PSSA141"	"Phosphatidylserine syntase (n-C14:1)"	"[c] : cdpdtdec7eg + ser_DASH_L --> cmp + h + ps141"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PSSA160"	"Phosphatidylserine syntase (n-C16:0)"	"[c] : cdpdhdecg + ser_DASH_L --> cmp + h + ps160"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PSSA161"	"Phosphatidylserine syntase (n-C16:1)"	"[c] : cdpdhdec9eg + ser_DASH_L --> cmp + h + ps161"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PSSA180"	"Phosphatidylserine syntase (n-C18:0)"	"[c] : cdpdodecg + ser_DASH_L --> cmp + h + ps180"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PSSA181"	"Phosphatidylserine syntase (n-C18:1)"	"[c] : cdpdodec11eg + ser_DASH_L --> cmp + h + ps181"	"Irreversible"	"c"	0	1000	0	"b2585"	"Glycerophospholipid Metabolism"
"PTA2"	"Phosphate acetyltransferase"	"[c] : pi + ppcoa --> coa + ppap"	"Irreversible"	"c"	0	1000	0	"b2297"	"Alternate Carbon Metabolism"
"PTAr"	"phosphotransacetylase"	"[c] : accoa + pi <==> actp + coa"	"Reversible"	"c"	-1000	1000	0	"(b2297 or b2458)"	"Pyruvate Metabolism"
"PTHRpp"	"phospho-L-threonine phosphatase (periplasmic)"	"[p] : h2o + thrp --> pi + thr_DASH_L"	"Irreversible"	"p"	0	1000	0	"b4055"	"Threonine and Lysine Metabolism"
"PTPATi"	"pantetheine-phosphate adenylyltransferase"	"[c] : atp + h + pan4p --> dpcoa + ppi"	"Irreversible"	"c"	0	1000	0	"b3634"	"Cofactor and Prosthetic Group Biosynthesis"
"PTRCORNt7pp"	"putrescine/ornithine antiporter (periplasm)"	"orn[c] + ptrc[p] <==> ptrc[c] + orn[p]"	"Reversible"	"c, p"	-1000	1000	0	"b0692"	"Transport, Inner Membrane"
"PTRCTA"	"Putrescine Transaminase"	"[c] : akg + ptrc --> 4abutn + glu_DASH_L"	"Irreversible"	"c"	0	1000	0	"b3073"	"Arginine and Proline Metabolism"
"PTRCabcpp"	"putrescine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + ptrc[p] --> adp[c] + h[c] + pi[c] + ptrc[c]"	"Irreversible"	"c, p"	0	1000	0	"((b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))"	"Transport, Inner Membrane"
"PTRCt2pp"	"putrescine transport in via proton symport"	"h[p] + ptrc[p] --> h[c] + ptrc[c]"	"Irreversible"	"c, p"	0	1000	0	"(b1296 or b0692)"	"Transport, Inner Membrane"
"PTRCtex"	"putrescine transport via diffusion (extracellular to periplasm)"	"ptrc[e] <==> ptrc[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"PUNP1"	"purine-nucleoside phosphorylase (Adenosine)"	"[c] : adn + pi <==> ade + r1p"	"Reversible"	"c"	-1000	1000	0	"b4384"	"Nucleotide Salvage Pathway"
"PUNP2"	"purine-nucleoside phosphorylase (Deoxyadenosine)"	"[c] : dad_DASH_2 + pi <==> 2dr1p + ade"	"Reversible"	"c"	-1000	1000	0	"b4384"	"Nucleotide Salvage Pathway"
"PUNP3"	"purine-nucleoside phosphorylase (Guanosine)"	"[c] : gsn + pi <==> gua + r1p"	"Reversible"	"c"	-1000	1000	0	"(b2407 or b4384)"	"Nucleotide Salvage Pathway"
"PUNP4"	"purine-nucleoside phosphorylase (Deoxyguanosine)"	"[c] : dgsn + pi <==> 2dr1p + gua"	"Reversible"	"c"	-1000	1000	0	"(b2407 or b4384)"	"Nucleotide Salvage Pathway"
"PUNP5"	"purine-nucleoside phosphorylase (Inosine)"	"[c] : ins + pi <==> hxan + r1p"	"Reversible"	"c"	-1000	1000	0	"(b2407 or b4384)"	"Nucleotide Salvage Pathway"
"PUNP6"	"purine-nucleoside phosphorylase (Deoxyinosine)"	"[c] : din + pi <==> 2dr1p + hxan"	"Reversible"	"c"	-1000	1000	0	"(b2407 or b4384)"	"Nucleotide Salvage Pathway"
"PUNP7"	"purine-nucleoside phosphorylase (Xanthosine)"	"[c] : pi + xtsn <==> r1p + xan"	"Reversible"	"c"	-1000	1000	0	"b2407"	"Nucleotide Salvage Pathway"
"PYAM5PO"	"pyridoxamine 5'-phosphate oxidase"	"[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p"	"Irreversible"	"c"	0	1000	0	"b1638"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDAMK"	"pyridoxamine kinase"	"[c] : atp + pydam --> adp + h + pyam5p"	"Irreversible"	"c"	0	1000	0	"b2418"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDAMtex"	"pyridoxamine transport via diffusion (extracellular)"	"pydam[e] <==> pydam[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b0929 or b1377 or b0241)"	"Transport, Outer Membrane Porin"
"PYDAMtpp"	"pyridoxamine import"	"pydam[p] --> pydam[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"PYDXK"	"pyridoxal kinase"	"[c] : atp + pydx --> adp + h + pydx5p"	"Irreversible"	"c"	0	1000	0	"(b1636 or b2418)"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDXNK"	"pyridoxine kinase"	"[c] : atp + pydxn --> adp + h + pdx5p"	"Irreversible"	"c"	0	1000	0	"b2418"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDXNtex"	"pyridoxine transport via diffusion (extracellular)"	"pydxn[e] <==> pydxn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b0929 or b1377 or b0241)"	"Transport, Outer Membrane Porin"
"PYDXNtpp"	"pyridoxine import"	"pydxn[p] --> pydxn[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"PYDXPP"	"Pyridoxal 5-phosphate phosphatase"	"[c] : h2o + pydx5p --> pi + pydx"	"Irreversible"	"c"	0	1000	0	"(b0446 or b3826 or b0766)"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDXtex"	"pyridoxal transport via diffusion (extracellular)"	"pydx[e] <==> pydx[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b0929 or b1377 or b0241)"	"Transport, Outer Membrane Porin"
"PYDXtpp"	"pyridoxal import"	"pydx[p] --> pydx[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"PYK"	"pyruvate kinase"	"[c] : adp + h + pep --> atp + pyr"	"Irreversible"	"c"	0	1000	0	"(b1854 or b1676)"	"Glycolysis/Gluconeogenesis"
"PYNP2r"	"pyrimidine-nucleoside phosphorylase (uracil)"	"[c] : pi + uri <==> r1p + ura"	"Reversible"	"c"	-1000	1000	0	"b3831"	"Nucleotide Salvage Pathway"
"PYROX"	"pyrimidine oxygenase"	"[c] : h + nadh + o2 + ura --> nad + uracp"	"Irreversible"	"c"	0	1000	0	"(b1012 and b1007)"	"Nucleotide Salvage Pathway"
"PYRt2rpp"	"pyruvate reversible transport via proton symport (periplasm)"	"h[p] + pyr[p] <==> h[c] + pyr[c]"	"Reversible"	"c, p"	-1000	1000	0	""	"Transport, Inner Membrane"
"PYRtex"	"pyruvate transport via diffusion (extracellular to periplasm)"	"pyr[e] <==> pyr[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"QMO2"	"quinol monooxygenase (Ubiquinol-8)"	"[c] : (2) o2 + q8h2 --> (2) h + (2) o2s + q8"	"Irreversible"	"c"	0	1000	0	"b3029"	"Oxidative Phosphorylation"
"QMO3"	"quinol monooxygenase (menaquinol 8)"	"[c] : mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s"	"Irreversible"	"c"	0	1000	0	"b3029"	"Oxidative Phosphorylation"
"QUIN2tex"	"Quinate transport via diffusion (extracellular to periplasm)"	"quin[e] <==> quin[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b1377 or b0241 or b0929)"	"Transport, Outer Membrane Porin"
