"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"PRAMPC"	"phosphoribosyl-AMP cyclohydrolase"	"[c] : h2o + prbamp --> prfp"	"Irreversible"	"C_c"	0	1000	0	"(b2026)"	"Histidine Metabolism"
"PRASCSi"	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"	"[c] : 5aizc + asp_DASH_L + atp --> 25aics + adp + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2476)"	"Purine and Pyrimidine Biosynthesis"
"PRATPP"	"phosphoribosyl-ATP pyrophosphatase"	"[c] : h2o + prbatp --> h + ppi + prbamp"	"Irreversible"	"C_c"	0	1000	0	"(b2026)"	"Histidine Metabolism"
"PRFGS"	"phosphoribosylformylglycinamidine synthase"	"[c] : atp + fgam + gln_DASH_L + h2o --> adp + fpram + glu_DASH_L + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2557)"	"Purine and Pyrimidine Biosynthesis"
"PRMICI"	" 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase"	"[c] : prfp <==> prlp"	"Reversible"	"C_c"	-1000	1000	0	"(b2024)"	"Histidine Metabolism"
"PROD2"	"Proline dehydrogenase"	"[c] : fad + pro_DASH_L --> 1pyr5c + fadh2 + h"	"Irreversible"	"C_c"	0	1000	0	"(b1014)"	"Arginine and Proline Metabolism"
"PROGLYabcpp"	"L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)"	"atp[c] + h2o[c] + progly[p] --> adp[c] + h[c] + pi[c] + progly[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3543) and (b3540) and (b3541) and (b3542) and (b3544)"	"Transport, Inner Membrane"
"PROGLYtex"	"L-Prolinylglycine transport via diffusion (extracellular to periplasm)"	"progly[e] <==> progly[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"PROTRS"	"Prolyl-tRNA synthetase"	"[c] : atp + pro_DASH_L + trnapro --> amp + ppi + protrna"	"Irreversible"	"C_c"	0	1000	0	"(b0194)"	"tRNA Charging"
"PROabcpp"	"L-proline transport via ABC system (periplasm)"	"atp[c] + h2o[c] + pro_DASH_L[p] --> adp[c] + h[c] + pi[c] + pro_DASH_L[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2679) and (b2677) and (b2678)"	"Transport, Inner Membrane"
"PROt2rpp"	"L-proline reversible transport via proton symport (periplasm)"	"h[p] + pro_DASH_L[p] <==> h[c] + pro_DASH_L[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b4111)"	"Transport, Inner Membrane"
"PROt4pp"	"Na+/Proline-L symporter (periplasm)"	"na1[p] + pro_DASH_L[p] --> na1[c] + pro_DASH_L[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1015)"	"Transport, Inner Membrane"
"PROtex"	"L-proline transport via diffusion (extracellular to periplasm)"	"pro_DASH_L[e] <==> pro_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"PRPPS"	"phosphoribosylpyrophosphate synthetase"	"[c] : atp + r5p <==> amp + h + prpp"	"Reversible"	"C_c"	-1000	1000	0	"(b1207)"	"Histidine Metabolism"
"PSCLYSt2pp"	"psicoselysine transport via proton symport (periplasm)"	"h[p] + psclys[p] --> h[c] + psclys[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3370)"	"Transport, Inner Membrane"
"PSCLYStex"	"psicoselysine transporter via diffusion (extracellular)"	"psclys[e] <==> psclys[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b0929) or (b1377) or (b2215)"	"Transport, Outer Membrane Porin"
"PSCVT"	" 3-phosphoshikimate 1-carboxyvinyltransferase"	"[c] : pep + skm5p <==> 3psme + pi"	"Reversible"	"C_c"	-1000	1000	0	"(b0908)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"PSD120"	"Phosphatidylserine decarboxylase (n-C12:0)"	"[c] : h + ps120 --> co2 + pe120"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSD140"	"Phosphatidylserine decarboxylase (n-C14:0)"	"[c] : h + ps140 --> co2 + pe140"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSD141"	"Phosphatidylserine decarboxylase (n-C14:1)"	"[c] : h + ps141 --> co2 + pe141"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSD160"	"Phosphatidylserine decarboxylase (n-C16:0)"	"[c] : h + ps160 --> co2 + pe160"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSD161"	"Phosphatidylserine decarboxylase (n-C16:1)"	"[c] : h + ps161 --> co2 + pe161"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSD180"	"Phosphatidylserine decarboxylase (n-C18:0)"	"[c] : h + ps180 --> co2 + pe180"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSD181"	"Phosphatidylserine decarboxylase (n-C18:1)"	"[c] : h + ps181 --> co2 + pe181"	"Irreversible"	"C_c"	0	1000	0	"(b4160)"	"Glycerophospholipid Metabolism"
"PSERT"	"phosphoserine transaminase"	"[c] : 3php + glu_DASH_L --> akg + pser_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b0907)"	"Glycine and Serine Metabolism"
"PSERtex"	"phospho-L-serine transport via diffusion (extracellular to periplasm)"	"pser_DASH_L[e] <==> pser_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"PSP_L"	"phosphoserine phosphatase (L-serine)"	"[c] : h2o + pser_DASH_L --> pi + ser_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b4388)"	"Glycine and Serine Metabolism"
"PSP_Lpp"	"phospho-L-serine phosphatase (periplasmic)"	"[p] : h2o + pser_DASH_L --> pi + ser_DASH_L"	"Irreversible"	"C_p"	0	1000	0	"(b4055)"	"Glycine and Serine Metabolism"
"PSSA120"	"Phosphatidylserine syntase (n-C12:0)"	"[c] : cdpdddecg + ser_DASH_L --> cmp + h + ps120"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PSSA140"	"Phosphatidylserine syntase (n-C14:0)"	"[c] : cdpdtdecg + ser_DASH_L --> cmp + h + ps140"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PSSA141"	"Phosphatidylserine syntase (n-C14:1)"	"[c] : cdpdtdec7eg + ser_DASH_L --> cmp + h + ps141"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PSSA160"	"Phosphatidylserine syntase (n-C16:0)"	"[c] : cdpdhdecg + ser_DASH_L --> cmp + h + ps160"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PSSA161"	"Phosphatidylserine syntase (n-C16:1)"	"[c] : cdpdhdec9eg + ser_DASH_L --> cmp + h + ps161"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PSSA180"	"Phosphatidylserine syntase (n-C18:0)"	"[c] : cdpdodecg + ser_DASH_L --> cmp + h + ps180"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PSSA181"	"Phosphatidylserine syntase (n-C18:1)"	"[c] : cdpdodec11eg + ser_DASH_L --> cmp + h + ps181"	"Irreversible"	"C_c"	0	1000	0	"(b2585)"	"Glycerophospholipid Metabolism"
"PTA2"	"Phosphate acetyltransferase"	"[c] : pi + ppcoa --> coa + ppap"	"Irreversible"	"C_c"	0	1000	0	"(b2297)"	"Alternate Carbon Metabolism"
"PTAr"	"phosphotransacetylase"	"[c] : accoa + pi <==> actp + coa"	"Reversible"	"C_c"	-1000	1000	0	"(b2297) or (b2458)"	"Pyruvate Metabolism"
"PTHRpp"	"phospho-L-threonine phosphatase (periplasmic)"	"[p] : h2o + thrp --> pi + thr_DASH_L"	"Irreversible"	"C_p"	0	1000	0	"(b4055)"	"Threonine and Lysine Metabolism"
"PTPATi"	"pantetheine-phosphate adenylyltransferase"	"[c] : atp + h + pan4p --> dpcoa + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3634)"	"Cofactor and Prosthetic Group Biosynthesis"
"PTRCORNt7pp"	"putrescine/ornithine antiporter (periplasm)"	"orn[c] + ptrc[p] <==> orn[p] + ptrc[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b0692)"	"Transport, Inner Membrane"
"PTRCTA"	"Putrescine Transaminase"	"[c] : akg + ptrc --> 4abutn + glu_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b3073)"	"Arginine and Proline Metabolism"
"PTRCabcpp"	"putrescine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + ptrc[p] --> adp[c] + h[c] + pi[c] + ptrc[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1123) and (b1124) and (b1125) and (b1126) or (b1443) and (b1442) and (b1440) and (b1441) or (b0857) and (b0855) and (b0856) and (b0854)"	"Transport, Inner Membrane"
"PTRCt2pp"	"putrescine transport in via proton symport"	"h[p] + ptrc[p] --> h[c] + ptrc[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0692) or (b1296)"	"Transport, Inner Membrane"
"PTRCtex"	"putrescine transport via diffusion (extracellular to periplasm)"	"ptrc[e] <==> ptrc[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"PUNP1"	"purine-nucleoside phosphorylase (Adenosine)"	"[c] : adn + pi <==> ade + r1p"	"Reversible"	"C_c"	-1000	1000	0	"(b4384)"	"Nucleotide Salvage Pathway"
"PUNP2"	"purine-nucleoside phosphorylase (Deoxyadenosine)"	"[c] : dad_DASH_2 + pi <==> 2dr1p + ade"	"Reversible"	"C_c"	-1000	1000	0	"(b4384)"	"Nucleotide Salvage Pathway"
"PUNP3"	"purine-nucleoside phosphorylase (Guanosine)"	"[c] : gsn + pi <==> gua + r1p"	"Reversible"	"C_c"	-1000	1000	0	"(b2407) or (b4384)"	"Nucleotide Salvage Pathway"
"PUNP4"	"purine-nucleoside phosphorylase (Deoxyguanosine)"	"[c] : dgsn + pi <==> 2dr1p + gua"	"Reversible"	"C_c"	-1000	1000	0	"(b2407) or (b4384)"	"Nucleotide Salvage Pathway"
"PUNP5"	"purine-nucleoside phosphorylase (Inosine)"	"[c] : ins + pi <==> hxan + r1p"	"Reversible"	"C_c"	-1000	1000	0	"(b2407) or (b4384)"	"Nucleotide Salvage Pathway"
"PUNP6"	"purine-nucleoside phosphorylase (Deoxyinosine)"	"[c] : din + pi <==> 2dr1p + hxan"	"Reversible"	"C_c"	-1000	1000	0	"(b4384) or (b2407)"	"Nucleotide Salvage Pathway"
"PUNP7"	"purine-nucleoside phosphorylase (Xanthosine)"	"[c] : pi + xtsn <==> r1p + xan"	"Reversible"	"C_c"	-1000	1000	0	"(b2407)"	"Nucleotide Salvage Pathway"
"PYAM5PO"	"pyridoxamine 5'-phosphate oxidase"	"[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p"	"Irreversible"	"C_c"	0	1000	0	"(b1638)"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDAMK"	"pyridoxamine kinase"	"[c] : atp + pydam --> adp + h + pyam5p"	"Irreversible"	"C_c"	0	1000	0	"(b2418)"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDXK"	"pyridoxal kinase"	"[c] : atp + pydx --> adp + h + pydx5p"	"Irreversible"	"C_c"	0	1000	0	"(b2418) or (b1636)"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDXNK"	"pyridoxine kinase"	"[c] : atp + pydxn --> adp + h + pdx5p"	"Irreversible"	"C_c"	0	1000	0	"(b2418)"	"Cofactor and Prosthetic Group Biosynthesis"
"PYDXPP"	"Pyridoxal 5-phosphate phosphatase"	"[c] : h2o + pydx5p --> pi + pydx"	"Irreversible"	"C_c"	0	1000	0	""	"Cofactor and Prosthetic Group Biosynthesis"
"PYK"	"pyruvate kinase"	"[c] : adp + h + pep --> atp + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b1854) or (b1676)"	"Glycolysis/Gluconeogenesis"
"PYNP2r"	"pyrimidine-nucleoside phosphorylase (uracil)"	"[c] : pi + uri <==> r1p + ura"	"Reversible"	"C_c"	-1000	1000	0	"(b3831)"	"Nucleotide Salvage Pathway"
"PYRt2rpp"	"pyruvate reversible transport via proton symport (periplasm)"	"h[p] + pyr[p] <==> h[c] + pyr[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	""	"Transport, Inner Membrane"
"PYRtex"	"pyruvate transport via diffusion (extracellular to periplasm)"	"pyr[e] <==> pyr[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"QMO2"	"quinol monooxygenase (Ubiquinol-8)"	"[c] : (2) o2 + q8h2 --> (2) h + (2) o2s + q8"	"Irreversible"	"C_c"	0	1000	0	"(b3029)"	"Oxidative Phosphorylation"
"QMO3"	"quinol monooxygenase (menaquinol 8)"	"[c] : mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s"	"Irreversible"	"C_c"	0	1000	0	"(b3029)"	"Oxidative Phosphorylation"
"QULNS"	"quinolinate synthase"	"[c] : dhap + iasp --> (2) h2o + pi + quln"	"Irreversible"	"C_c"	0	1000	0	"(b0750)"	"Cofactor and Prosthetic Group Biosynthesis"
"R15BPK"	"ribose-1,5-bisphosphokinase"	"[c] : atp + r15bp --> adp + prpp"	"Irreversible"	"C_c"	0	1000	0	"(b4094)"	"Alternate Carbon Metabolism"
"R1PK"	"ribose 1-phosphokinase"	"[c] : atp + r1p --> adp + h + r15bp"	"Irreversible"	"C_c"	0	1000	0	""	"Alternate Carbon Metabolism"
"R5PP"	"ribose 5-phosphate phosphatase"	"[c] : h2o + r5p --> pi + rib_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b0822)"	"Alternate Carbon Metabolism"
"R5PPpp"	"ribose 5-phosphate phosphatase"	"[p] : h2o + r5p --> pi + rib_DASH_D"	"Irreversible"	"C_p"	0	1000	0	"(b4055)"	"Alternate Carbon Metabolism"
"R5Ptex"	"Ribose 5-phosphate transport via diffusion (extracellular to periplasm)"	"r5p[e] <==> r5p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"RBFK"	"riboflavin kinase"	"[c] : atp + ribflv --> adp + fmn + h"	"Irreversible"	"C_c"	0	1000	0	"(b0025)"	"Cofactor and Prosthetic Group Biosynthesis"
"RBFSa"	"riboflavin synthase"	"[c] : 4r5au + db4p --> dmlz + (2) h2o + pi"	"Irreversible"	"C_c"	0	1000	0	"(b1662)"	"Cofactor and Prosthetic Group Biosynthesis"
"RBFSb"	"riboflavin synthase"	"[c] : (2) dmlz --> 4r5au + ribflv"	"Irreversible"	"C_c"	0	1000	0	"(b0415)"	"Cofactor and Prosthetic Group Biosynthesis"
"RBK"	"ribokinase"	"[c] : atp + rib_DASH_D --> adp + h + r5p"	"Irreversible"	"C_c"	0	1000	0	"(b3752)"	"Alternate Carbon Metabolism"
"RBK_L1"	"L-ribulokinase (L-ribulose)"	"[c] : atp + rbl_DASH_L --> adp + h + ru5p_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b0063)"	"Alternate Carbon Metabolism"
"RBP4E"	"L-ribulose-phosphate 4-epimerase"	"[c] : ru5p_DASH_L <==> xu5p_DASH_D"	"Reversible"	"C_c"	-1000	1000	0	"(b4198) or (b0061) or (b3583)"	"Alternate Carbon Metabolism"
"RHAT1"	"rhamnosyltransferase I (LPS core biosynthesis)"	"[c] : dtdprmn + kphphhlipa --> dtdp + h + icolipa"	"Irreversible"	"C_c"	0	1000	0	"(b3629)"	"Lipopolysaccharide Biosynthesis / Recycling"
"RHCCE"	"S-ribosylhomocysteine cleavage enzyme"	"[c] : rhcys --> dhptd + hcys_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b2687)"	"Methionine Metabolism"
"RIBabcpp"	"D-ribose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + rib_DASH_D[p] --> adp[c] + h[c] + pi[c] + rib_DASH_D[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b4231) and (b4485) and (b4227) and (b4230) or (b4087) and (b4086) and (b4088) or (b3750) and (b3749) and (b3748) and (b3751)"	"Transport, Inner Membrane"
"RIBtex"	"ribose transport via diffusion (extracellular to periplasm)"	"rib_DASH_D[e] <==> rib_DASH_D[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"RMI"	"L-rhamnose isomerase"	"[c] : rmn <==> rml"	"Reversible"	"C_c"	-1000	1000	0	"(b3903)"	"Alternate Carbon Metabolism"
"RMK"	"rhamnulokinase"	"[c] : atp + rml --> adp + h + rml1p"	"Irreversible"	"C_c"	0	1000	0	"(b3904)"	"Alternate Carbon Metabolism"
"RMNtex"	"L-rhamnose transport via diffusion (extracellular to periplasm)"	"rmn[e] <==> rmn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"RMNtpp"	"L-rhamnose transport via proton symport (periplasm)"	"h[p] + rmn[p] --> h[c] + rmn[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3907)"	"Transport, Inner Membrane"
"RMPA"	"Rhamnulose-1-phosphate aldolase"	"[c] : rml1p <==> dhap + lald_DASH_L"	"Reversible"	"C_c"	-1000	1000	0	"(b3902)"	"Alternate Carbon Metabolism"
"RNDR1"	"ribonucleoside-diphosphate reductase (ADP)"	"[c] : adp + trdrd --> dadp + h2o + trdox"	"Irreversible"	"C_c"	0	1000	0	"(b2582) and (b2234 and b2235) or (b3781) and (b2234 and b2235)"	"Nucleotide Salvage Pathway"
"RNDR1b"	"ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)"	"[c] : adp + grxrd --> dadp + grxox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b2675 and b2676) and (b0849) or (b1064) and (b2675 and b2676) or (b1654) and (b2675 and b2676) or (b3610) and (b2675 and b2676)"	"Nucleotide Salvage Pathway"
"RNDR2"	"ribonucleoside-diphosphate reductase (GDP)"	"[c] : gdp + trdrd --> dgdp + h2o + trdox"	"Irreversible"	"C_c"	0	1000	0	"(b3781) and (b2234 and b2235) or (b2582) and (b2234 and b2235)"	"Nucleotide Salvage Pathway"
"RNDR2b"	"ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)"	"[c] : gdp + grxrd --> dgdp + grxox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b1654) and (b2675 and b2676) or (b2675 and b2676) and (b0849) or (b1064) and (b2675 and b2676) or (b3610) and (b2675 and b2676)"	"Nucleotide Salvage Pathway"
"RNDR3"	"ribonucleoside-diphosphate reductase (CDP)"	"[c] : cdp + trdrd --> dcdp + h2o + trdox"	"Irreversible"	"C_c"	0	1000	0	"(b3781) and (b2234 and b2235) or (b2582) and (b2234 and b2235)"	"Nucleotide Salvage Pathway"
"RNDR3b"	"ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)"	"[c] : cdp + grxrd --> dcdp + grxox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b1064) and (b2675 and b2676) or (b2675 and b2676) and (b0849) or (b1654) and (b2675 and b2676) or (b3610) and (b2675 and b2676)"	"Nucleotide Salvage Pathway"
"RNDR4"	"ribonucleoside-diphosphate reductase (UDP)"	"[c] : trdrd + udp --> dudp + h2o + trdox"	"Irreversible"	"C_c"	0	1000	0	"(b3781) and (b2234 and b2235) or (b2582) and (b2234 and b2235)"	"Nucleotide Salvage Pathway"
"RNDR4b"	"ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)"	"[c] : grxrd + udp --> dudp + grxox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b1654) and (b2675 and b2676) or (b2675 and b2676) and (b0849) or (b3610) and (b2675 and b2676) or (b1064) and (b2675 and b2676)"	"Nucleotide Salvage Pathway"
"RNTR1c"	"ribonucleoside-triphosphate reductase (ATP) (flavodoxin)"	"[c] : atp + fldrd --> datp + fldox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b4238) and (b2895) or (b0684) and (b4238) or (b3924) and (b4237) and (b4238) and (b2895) or (b3924) and (b0684) and (b4237) and (b4238)"	"Nucleotide Salvage Pathway"
"RNTR2c"	"ribonucleoside-triphosphate reductase (GTP) (flavodoxin)"	"[c] : fldrd + gtp --> dgtp + fldox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b3924) and (b4237) and (b4238) and (b2895) or (b3924) and (b0684) and (b4237) and (b4238) or (b4238) and (b2895) or (b0684) and (b4238)"	"Nucleotide Salvage Pathway"
"RNTR3c"	"ribonucleoside-triphosphate reductase (CTP) (flavodoxin)"	"[c] : ctp + fldrd --> dctp + fldox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b3924) and (b0684) and (b4237) and (b4238) or (b0684) and (b4238) or (b2895) and (b4238) or (b3924) and (b4237) and (b4238) and (b2895)"	"Nucleotide Salvage Pathway"
"RNTR4c"	"ribonucleoside-triphosphate reductase (UTP) (flavodoxin)"	"[c] : fldrd + utp --> dutp + fldox + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b4238) and (b2895) or (b0684) and (b4238) or (b3924) and (b0684) and (b4237) and (b4238) or (b3924) and (b4237) and (b4238) and (b2895)"	"Nucleotide Salvage Pathway"
"RPE"	"ribulose 5-phosphate 3-epimerase"	"[c] : ru5p_DASH_D <==> xu5p_DASH_D"	"Reversible"	"C_c"	-1000	1000	0	"(b3386) or (b4301)"	"Pentose Phosphate Pathway"
"RPI"	"ribose-5-phosphate isomerase"	"[c] : r5p <==> ru5p_DASH_D"	"Reversible"	"C_c"	-1000	1000	0	"(b2914) or (b4090)"	"Pentose Phosphate Pathway"
"RZ5PP"	"alpha-ribazole 5-phosphate phosphatase"	"[c] : 5prdmbz + h2o --> pi + rdmbzi"	"Irreversible"	"C_c"	0	1000	0	"(b0638)"	"Cofactor and Prosthetic Group Biosynthesis"
"S7PI"	"sedoheptulose 7-phosphate isomerase"	"[c] : s7p --> gmhep7p"	"Irreversible"	"C_c"	0	1000	0	"(b0222)"	"Lipopolysaccharide Biosynthesis / Recycling"
"SADH"	"Succinylarginine dihydrolase"	"[c] : (2) h2o + (2) h + sucarg --> co2 + (2) nh4 + sucorn"	"Irreversible"	"C_c"	0	1000	0	"(b1745)"	"Arginine and Proline Metabolism"
"SADT2"	"Sulfate adenyltransferase"	"[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b2751 and b2752)"	"Cysteine Metabolism"
"SARCOX"	"sarcosine oxidase"	"[c] : h2o + o2 + sarcs --> fald + gly + h2o2"	"Irreversible"	"C_c"	0	1000	0	"(b1059)"	"Glycine and Serine Metabolism"
"SBTPD"	"sorbitol-6-phosphate dehydrogenase"	"[c] : nad + sbt6p <==> f6p + h + nadh"	"Reversible"	"C_c"	-1000	1000	0	"(b2705)"	"Alternate Carbon Metabolism"
"SBTptspp"	"D-sorbitol transport via PEP:Pyr PTS (periplasm)"	"pep[c] + sbt_DASH_D[p] --> pyr[c] + sbt6p[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2415) and (b2703) and (b2702) and (b2416) and (b2704)"	"Transport, Inner Membrane"
"SBTtex"	"D-sorbitol transport via diffusion (extracellular to periplasm)"	"sbt_DASH_D[e] <==> sbt_DASH_D[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"SDPDS"	"succinyl-diaminopimelate desuccinylase"	"[c] : h2o + sl26da --> 26dap_DASH_LL + succ"	"Irreversible"	"C_c"	0	1000	0	"(b2472)"	"Threonine and Lysine Metabolism"
"SDPTA"	"succinyldiaminopimelate transaminase"	"[c] : akg + sl26da <==> glu_DASH_L + sl2a6o"	"Reversible"	"C_c"	-1000	1000	0	"(b3359)"	"Threonine and Lysine Metabolism"
"SELCYSS"	"selenocysteine synthase"	"[c] : selnp + sertrna_LPAREN_sec_RPAREN_ --> h + pi + sectrna"	"Irreversible"	"C_c"	0	1000	0	"(b3591)"	"tRNA Charging"
"SELNPS"	"Selenophosphate synthase"	"[c] : atp + h2o + seln --> amp + pi + selnp"	"Irreversible"	"C_c"	0	1000	0	"(b1764)"	"Unassigned"
"SERASr"	"(L-seryl)adenylate synthase"	"[c] : atp + h + ser_DASH_L <==> ppi + seramp"	"Reversible"	"C_c"	-1000	1000	0	"(b0586)"	"Cofactor and Prosthetic Group Biosynthesis"
"SERAT"	"serine O-acetyltransferase"	"[c] : accoa + ser_DASH_L <==> acser + coa"	"Reversible"	"C_c"	-1000	1000	0	"(b3607)"	"Cysteine Metabolism"
"SERD_D"	"D-serine deaminase"	"[c] : ser_DASH_D --> nh4 + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b2366)"	"Glycine and Serine Metabolism"
"SERD_L"	"L-serine deaminase"	"[c] : ser_DASH_L --> nh4 + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b4471) or (b1814) or (b3708) or (b2797)"	"Glycine and Serine Metabolism"
"SERTRS"	"Seryl-tRNA synthetase"	"[c] : atp + ser_DASH_L + trnaser --> amp + ppi + sertrna"	"Irreversible"	"C_c"	0	1000	0	"(b0893)"	"tRNA Charging"
"SERTRS2"	"Seryl-tRNA synthetase (selenocystein)"	"[c] : atp + ser_DASH_L + trnasecys --> amp + ppi + sertrna_LPAREN_sec_RPAREN_"	"Irreversible"	"C_c"	0	1000	0	"(b0893)"	"tRNA Charging"
"SERt2rpp"	"L-serine reversible transport via proton symport (periplasm)"	"h[p] + ser_DASH_L[p] <==> h[c] + ser_DASH_L[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b2796) or (b3116)"	"Transport, Inner Membrane"
"SERt4pp"	"L-serine via sodium symport (periplasm)"	"na1[p] + ser_DASH_L[p] --> na1[c] + ser_DASH_L[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3089)"	"Transport, Inner Membrane"
"SERtex"	"L-serine transport via diffusion (extracellular to periplasm)"	"ser_DASH_L[e] <==> ser_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"SFGTHi"	"S-Formylglutathione hydralase"	"[c] : Sfglutth + h2o --> for + gthrd + h"	"Irreversible"	"C_c"	0	1000	0	"(b2154) or (b0355)"	"Cofactor and Prosthetic Group Biosynthesis"
"SGDS"	"Succinylglutamate desuccinylase"	"[c] : h2o + sucglu --> glu_DASH_L + succ"	"Irreversible"	"C_c"	0	1000	0	"(b1744)"	"Arginine and Proline Metabolism"
